customer_id,customer_name,purchase_frequency,average_order_value,product_preferences
649,Eli Contreras,3,3003.226666666666,"Surly Ice Cream Truck Frameset - 2016,Trek Slash 8 27.5 - 2016,Electra Cruiser 1 (24-Inch) - 2016"
650,Rita Bailey,4,741.635,"Electra Moto 1 - 2016,Haro Shift R3 - 2017,Sun Bicycles Lil Bolt Type-R - 2017,Sun Bicycles Biscayne Tandem 7 - 2017"
651,Laure Pena,4,4755.5625,"Trek Conduit+ - 2016,Surly Troll Frameset - 2017,Trek Silque SLR 7 Women's - 2017,Trek Precaliber 12 Girls - 2017"
652,Tilda Melton,2,571.88,"Sun Bicycles Lil Bolt Type-R - 2017,Sun Bicycles Cruz 3 - 2017"
653,Florencio Davenport,3,1119.9,"Sun Bicycles ElectroLite - 2017,Electra Cruiser Lux Fat Tire 1 Ladies - 2017,Electra Girl's Hawaii 1 16"" - 2017"
654,Eun Harris,2,359.41999999999996,"Pure Cycles Western 3-Speed - Women's - 2015/2016,Electra Cruiser 1 (24-Inch) - 2016"
655,Marylyn Browning,2,359.40999999999997,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Pure Cycles William 3-Speed - 2016"
656,Romana Barnes,3,449.8233333333333,"Sun Bicycles Cruz 3 - 2017,Sun Bicycles Brickell Tandem 7 - 2017,Trek Girl's Kickster - 2017"
657,Sam Lester,5,901.3299999999999,"Surly Straggler - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra Cruiser 1 (24-Inch) - 2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016"
658,Nicki Larson,1,599.84,Electra Girl's Hawaii 1 (20-inch) - 2015/2016
659,Antonetta Rocha,1,897.9,Pure Cycles Western 3-Speed - Women's - 2015/2016
660,Shara Pope,3,2236.463333333333,"Surly Ice Cream Truck Frameset - 2016,Trek Session DH 27.5 Carbon Frameset - 2017,Trek Remedy 9.8 - 2017"
661,Trena Hudson,4,2462.3875,"Surly Big Dummy Frameset - 2017,Trek Domane SLR 6 Disc - 2017,Sun Bicycles Brickell Tandem 7 - 2017,Electra Glam Punk 3i Ladies' - 2017"
662,Loraine Sykes,5,937.7539999999999,"Electra Townie Original 7D EQ - 2016,Sun Bicycles Brickell Tandem 7 - 2017,Electra Cruiser Lux Fat Tire 1 Ladies - 2017,Trek Precaliber 12 Girls - 2017"
663,Alissa Hood,3,5444.416666666666,"Trek Domane SLR 6 Disc - 2017,Trek Powerfly 8 FS Plus - 2017,Sun Bicycles Atlas X-Type - 2017"
664,Augustus Schmidt,2,795.29,"Heller Shagamaw Frame - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016"
665,Stacie Sims,3,2560.433333333333,"Trek Fuel EX 8 29 - 2016,Surly Ice Cream Truck Frameset - 2016,Sun Bicycles Drifter 7 - 2017"
666,Brittni Green,4,2429.8275000000003,"Surly Karate Monkey 27.5+ Frameset - 2017,Haro Shift R3 - 2017,Trek Fuel EX 9.8 27.5 Plus - 2017,Sun Bicycles Cruz 3 - Women's - 2017"
667,Etsuko Garrison,3,1113.0,"Surly Ice Cream Truck Frameset - 2016,Electra Townie Original 7D EQ - 2016"
668,Calandra Stanton,2,1130.3600000000001,"Heller Shagamaw Frame - 2016,Surly Ice Cream Truck Frameset - 2016"
669,Willis Randolph,4,784.3700000000001,"Electra Moto 1 - 2016,Electra Townie Original 7D - 2017,Sun Bicycles Biscayne Tandem CB - 2017"
670,Shawnda Glover,5,835.4,"Ritchey Timberwolf Frameset - 2016,Electra Townie Original 7D EQ - 2016,Pure Cycles Vine 8-Speed - 2016,Pure Cycles William 3-Speed - 2016,Electra Townie Original 7D EQ - Women's - 2016"
671,Jennette Baker,2,364.68500000000006,"Electra Cruiser 1 (24-Inch) - 2016,Trek Precaliber 12 Girls - 2017"
672,Elma Molina,4,1891.0974999999999,"Trek Fuel EX 8 29 - 2016,Sun Bicycles Boardwalk (24-inch Wheels) - 2017,Haro Shredder 20 Girls - 2017,Sun Bicycles Drifter 7 - Women's - 2017"
673,Adam Henderson,3,1506.506666666667,"Electra Moto 1 - 2016,Trek Boone 7 - 2017,Electra Townie Original 7D - 2017"
674,Ira Moore,2,809.785,"Sun Bicycles Streamway 3 - 2017,Sun Bicycles Streamway 7 - 2017"
675,Kermit Bowman,5,1616.592,"Electra Cruiser 1 (24-Inch) - 2016,Electra Moto 1 - 2016,Trek Domane S 5 Disc - 2017,Electra Townie Original 7D - 2017,Sun Bicycles Cruz 7 - Women's - 2017"
676,Gayle Wilkinson,1,539.88,Electra Cruiser 1 (24-Inch) - 2016
677,Launa Hull,1,269.89,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
678,Myron Johns,1,1799.92,Trek Remedy 29 Carbon Frameset - 2016
679,Tuan Wolfe,3,1098.5,"Ritchey Timberwolf Frameset - 2016,Pure Cycles Western 3-Speed - Women's - 2015/2016,Pure Cycles William 3-Speed - 2016"
680,Mathilda Pennington,2,1129.68,"Electra Tiger Shark 3i - 2018,Trek Precaliber 20 Boy's - 2018"
681,Reatha Perez,5,3010.4100000000003,"Heller Shagamaw Frame - 2016,Trek Remedy 9.8 - 2017,Trek Silque SLR 7 Women's - 2017,Surly Steamroller - 2017,Electra Townie 7D (20-inch) - Boys' - 2017"
682,Arnita Thomas,1,5999.58,Trek Conduit+ - 2016
683,Amparo Burks,1,1099.58,Electra Townie Original 21D - 2016
684,Jenny Bell,1,549.92,Electra Townie Original 21D - 2016
685,Laverne Craft,1,428.9,Pure Cycles Vine 8-Speed - 2016
686,Darcel Harmon,3,1343.24,"Trek Fuel EX 8 29 - 2016,Electra Moto 1 - 2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016"
687,Cecilia Camacho,5,1727.6619999999998,"Electra Cruiser 1 (24-Inch) - 2016,Sun Bicycles Spider 3i - 2017,Surly Troll Frameset - 2017,Trek Powerfly 8 FS Plus - 2017,Electra Girl's Hawaii 1 16"" - 2017"
688,Pearlie Cochran,1,3599.84,Trek Remedy 29 Carbon Frameset - 2016
689,Deirdre Ryan,3,2433.26,"Trek Madone 9.2 - 2017,Trek Domane ALR 4 Disc - 2018,Electra Morningstar 3i Ladies' - 2018"
690,Yevette Elliott,5,2672.466,"Electra Townie Original 7D EQ - Women's - 2016,Surly Troll Frameset - 2017,Trek Madone 9.2 - 2017,Sun Bicycles Lil Bolt Type-R - 2017,Sun Bicycles Brickell Tandem 7 - 2017"
691,Ladawn Downs,4,1196.595,"Trek Fuel EX 8 29 - 2016,Pure Cycles Western 3-Speed - Women's - 2015/2016,Pure Cycles William 3-Speed - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016"
692,Dorothea Chang,2,7274.415,"Trek Silque SLR 8 Women's - 2017,Surly Straggler - 2018"
693,Merlin Foreman,1,469.79,Surly Ice Cream Truck Frameset - 2016
694,Lanie Dunn,4,960.8575000000001,"Pure Cycles William 3-Speed - 2016,Trek Session DH 27.5 Carbon Frameset - 2017,Surly Steamroller - 2017,Electra Glam Punk 3i Ladies' - 2017"
695,Christoper Gould,1,1059.88,Electra Moto 1 - 2016
696,Norine Huffman,2,3774.255,"Trek Conduit+ - 2016,Surly Straggler - 2016"
697,Alane Mccarty,2,404.83500000000004,"Electra Cruiser 1 (24-Inch) - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016"
698,Charleen Joyner,3,595.7833333333333,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Sun Bicycles Biscayne Tandem CB - 2017,Electra Girl's Hawaii 1 16"" - 2017"
699,Zella Fernandez,2,759.83,"Electra Townie Original 21D - 2016,Trek Precaliber 16 Girls - 2017"
700,Collene Knox,2,6750.81,"Trek Silque SLR 8 Women's - 2017,Sun Bicycles Revolutions 24 - 2017"
701,Alysia Nicholson,3,1833.2133333333334,"Trek Domane S 6 - 2017,Electra Amsterdam Fashion 7i Ladies' - 2017,Electra Girl's Hawaii 1 16"" - 2017"
702,Sharie Whitaker,5,1591.788,"Trek Remedy 29 Carbon Frameset - 2016,Electra Townie Original 7D EQ - 2016,Trek Fuel EX 5 27.5 Plus - 2017,Haro SR 1.1 - 2017,Trek Precaliber 16 Girls - 2017"
703,Diana Cobb,1,428.93,Pure Cycles Vine 8-Speed - 2016
704,Morton Barron,2,539.905,"Electra Townie Original 21D - 2016,Electra Moto 1 - 2016"
705,Camille Harvey,3,1339.4666666666665,"Surly Wednesday Frameset - 2016,Surly Ice Cream Truck Frameset - 2016,Surly Straggler - 2016"
706,Lolita O'neill,4,707.285,"Surly Ice Cream Truck Frameset - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Trek X-Caliber 8 - 2017,Trek Precaliber 24 (21-Speed) - Girls - 2017"
707,Terese Briggs,2,849.86,"Electra Townie Original 7D EQ - 2016,Electra Townie Original 21D - 2016"
708,Majorie Glover,1,1999.88,Surly Ice Cream Truck Frameset - 2017
709,Vinnie Chan,2,1799.8999999999999,"Trek Conduit+ - 2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016"
710,Ezra Silva,2,948.89,"Surly Wednesday Frameset - 2016,Pure Cycles William 3-Speed - 2016"
711,Jovita Bishop,5,969.4960000000001,"Surly Wednesday Frameset - 2016,Trek Remedy 29 Carbon Frameset - 2016,Pure Cycles Western 3-Speed - Women's - 2015/2016,Electra Townie Original 21D - 2016,Electra Townie Original 7D EQ - 2016"
712,Kecia Olsen,2,1634.8649999999998,"Trek Conduit+ - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016"
713,Ilona Spears,5,2025.256,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Trek Farley Alloy Frameset - 2017,Trek Domane SL Disc Frameset - 2017,Trek Domane SLR 6 Disc - 2017,Sun Bicycles Cruz 7 - 2017"
714,Senaida Thompson,1,269.94,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
715,Larae Carney,5,2176.082,"Haro SR 1.3 - 2017,Trek Remedy 9.8 - 2017,Sun Bicycles Atlas X-Type - 2017,Sun Bicycles Biscayne Tandem 7 - 2017,Sun Bicycles Streamway 3 - 2017"
716,Sebrina Hart,3,1325.21,"Surly Straggler - 2016,Pure Cycles Vine 8-Speed - 2016,Pure Cycles Western 3-Speed - Women's - 2015/2016"
717,Kristofer Craig,3,2366.563333333333,"Trek Remedy 29 Carbon Frameset - 2016,Trek Conduit+ - 2016,Electra Townie Original 7D - 2015/2016"
718,Luciana Mcgee,1,209.79000000000002,Haro Shredder 20 - 2017
719,Nicki Fry,1,1059.88,Electra Moto 1 - 2016
720,Devin Shaffer,2,745.885,"Surly Ice Cream Truck Frameset - 2016,Sun Bicycles Streamway 3 - 2017"
721,Erlinda Osborne,1,599.79,Electra Townie Original 7D EQ - 2016
722,Camila Carroll,5,696.2920000000001,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Sun Bicycles Revolutions 24 - 2017,Electra Amsterdam Original 3i - 2015/2017,Sun Bicycles Cruz 3 - Women's - 2017,Sun Bicycles Drifter 7 - Women's - 2017"
723,Vicki Wiggins,5,1327.824,"Trek Slash 8 27.5 - 2016,Electra Townie Original 7D EQ - Women's - 2016,Haro SR 1.2 - 2017,Electra Townie 7D (20-inch) - Boys' - 2017,Electra Townie Original 7D - 2017"
724,Lois Steele,3,2203.2066666666665,"Trek Fuel EX 8 29 - 2016,Electra Cruiser 1 (24-Inch) - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016"
725,Carola Mcpherson,1,416.94,Sun Bicycles Cruz 7 - 2017
726,Rochell Cantrell,5,1625.8719999999998,"Trek Conduit+ - 2016,Surly Straggler 650b - 2016,Pure Cycles Western 3-Speed - Women's - 2015/2016,Electra Townie Original 7D EQ - Women's - 2016,Electra Cruiser 1 (24-Inch) - 2016"
727,Kasha Sullivan,5,1939.9360000000001,"Trek Fuel EX 8 29 - 2016,Heller Shagamaw Frame - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Pure Cycles Western 3-Speed - Women's - 2015/2016,Electra Cruiser 1 (24-Inch) - 2016"
728,Viva Dawson,5,1809.416,"Ritchey Timberwolf Frameset - 2016,Trek Remedy 29 Carbon Frameset - 2016,Surly Straggler - 2016,Electra Townie Original 21D - 2016,Electra Townie Original 7D - 2015/2016"
729,Hue Dalton,1,999.79,Surly Wednesday Frameset - 2016
730,Andria Rivers,5,922.2760000000001,"Surly Ice Cream Truck Frameset - 2016,Electra Townie Original 7D EQ - 2016,Sun Bicycles Spider 3i - 2017,Sun Bicycles Biscayne Tandem CB - 2017,Sun Bicycles Lil Kitt'n - 2017"
731,Hilary Savage,1,1739.88,Haro SR 1.2 - 2017
732,Lavona Austin,4,2429.5125,"Trek Slash 8 27.5 - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Pure Cycles Western 3-Speed - Women's - 2015/2016,Electra Townie Original 7D - 2015/2016"
733,Doreatha Ford,1,1199.58,Electra Townie Original 7D EQ - 2016
734,Alina Mcleod,4,3579.825,"Electra Townie Original 7D - 2015/2016,Trek Farley Alloy Frameset - 2017,Trek Silque SLR 7 Women's - 2017,Trek Precaliber 12 Boys - 2017"
735,Aide Franco,3,921.2400000000001,"Haro SR 1.2 - 2017,Electra Townie 3i EQ (20-inch) - Boys' - 2017,Sun Bicycles Streamway 7 - 2017"
736,Genny Hensley,3,1613.87,"Surly Straggler 650b - 2016,Electra Townie Original 7D - 2015/2016,Electra Townie Original 7D - 2017"
737,Melita Dominguez,4,769.825,"Electra Townie Original 21D - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra Moto 1 - 2016,Electra Townie Original 7D EQ - 2016"
738,Fannie Jenkins,4,2624.3149999999996,"Trek Stache 5 - 2017,Surly Pack Rat - 2018,Electra Townie Commute Go! - 2018,Electra Townie Commute 27D Ladies - 2018"
739,Bobbi Banks,2,2580.8650000000002,"Trek Remedy 29 Carbon Frameset - 2016,Surly Straggler 650b - 2016"
740,Gwenn Melton,4,464.56500000000005,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Pure Cycles William 3-Speed - 2016,Electra Townie Original 7D EQ - 2016"
741,Laci Castro,1,1499.78,Ritchey Timberwolf Frameset - 2016
742,Evelina Manning,3,1813.7166666666665,"Heller Shagamaw Frame - 2016,Trek Remedy 29 Carbon Frameset - 2016,Electra Townie Original 7D - 2015/2016"
743,Tania Swanson,2,549.865,"Electra Townie Original 7D EQ - Women's - 2016,Electra Townie Original 7D - 2015/2016"
744,Laurel Schultz,4,1639.8600000000001,"Trek X-Caliber 8 - 2017,Sun Bicycles ElectroLite - 2017,Trek Stache 5 - 2018,Electra Townie Balloon 3i EQ Ladies' - 2018"
745,Carolyne Conley,2,909.8799999999999,"Electra Townie Original 7D EQ - 2016,Sun Bicycles Biscayne Tandem 7 - 2017"
746,Eldridge Greer,1,428.9,Pure Cycles Vine 8-Speed - 2016
747,Margret Barnett,3,4741.786666666667,"Sun Bicycles Spider 3i - 2017,Trek Domane SLR 6 Disc - 2017,Sun Bicycles ElectroLite - 2017"
748,Oliva Blackwell,4,1722.3475,"Haro SR 1.2 - 2017,Trek Domane S 5 Disc - 2017,Electra Amsterdam Fashion 7i Ladies' - 2017,Electra Savannah 3i (20-inch) - Girl's - 2017"
749,Oralia Farley,3,2100.483333333333,"Trek Domane S 6 - 2017,Haro Shredder 20 Girls - 2017,Sun Bicycles Streamway - 2017"
750,Romaine Salazar,3,479.1966666666667,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Pure Cycles Western 3-Speed - Women's - 2015/2016"
751,Hermila Mckay,3,2290.72,"Trek Conduit+ - 2016,Trek Session DH 27.5 Carbon Frameset - 2017,Sun Bicycles Boardwalk (24-inch Wheels) - 2017"
752,Lloyd Miranda,1,189.89000000000001,Trek Precaliber 12 Girls - 2017
753,Mandi Gibbs,1,1099.84,Electra Townie Original 21D - 2016
754,Hue May,5,1463.8719999999998,"Surly Big Fat Dummy Frameset - 2018,Trek Lift+ - 2018,Electra Townie Original 3i EQ Ladies' - 2018,Trek Kickster - 2018,Trek Precaliber 20 6-speed Boy's - 2018"
755,Tomika Wilder,5,2052.014,"Ritchey Timberwolf Frameset - 2016,Trek Fuel EX 8 29 - 2016,Heller Shagamaw Frame - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra Townie Original 21D - 2016"
756,Graig Roth,4,1274.0900000000001,"Surly Wednesday Frameset - 2016,Surly Straggler - 2016,Electra Townie Original 21D - 2016,Pure Cycles Western 3-Speed - Women's - 2015/2016"
757,Lamar Greer,3,1001.1666666666666,"Surly Straggler 650b - 2016,Surly Troll Frameset - 2017,Electra Townie Original 7D - 2017"
758,Raymonde Garcia,2,3399.83,"Trek Fuel EX 8 29 - 2016,Electra Townie Original 7D - 2015/2016"
759,Cira Downs,4,597.395,"Ritchey Timberwolf Frameset - 2016,Electra Townie Original 21D - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016"
760,Marisa Chambers,3,1599.1766666666665,"Trek Fuel EX 8 29 - 2016,Pure Cycles Western 3-Speed - Women's - 2015/2016,Electra Townie Original 7D - 2015/2016"
761,Rod Hatfield,5,791.804,"Electra Townie Original 7D - 2017,Electra Cruiser Lux 1 Ladies' - 2018,Electra Cruiser Lux 7D Ladies' - 2018,Electra Townie Original 21D EQ Ladies' - 2018,Electra Cyclosaurus 1 (16-inch) - Boy's - 2018"
762,Quyen Houston,2,2984.905,"Surly Wednesday Frameset - 2017,Trek Domane SLR 6 Disc - 2017"
763,Han Schneider,2,819.8399999999999,"Electra Townie Original 21D - 2016,Electra Cruiser 1 (24-Inch) - 2016"
764,Terrell Mathis,4,842.4125,"Surly Wednesday Frameset - 2016,Heller Shagamaw Frame - 2016,Pure Cycles Western 3-Speed - Women's - 2015/2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016"
765,Spring Hayes,3,1910.1733333333334,"Sun Bicycles Revolutions 24 - 2017,Trek Marlin 5 - 2018,Trek CrossRip+ - 2018"
766,Lecia Hancock,1,1099.78,Electra Townie Original 21D - 2016
767,Twana Arnold,1,499.92,Electra Townie Original 7D - 2015/2016
768,Yvone Yates,3,2413.15,"Surly Ice Cream Truck Frameset - 2016,Trek Domane S 5 Disc - 2017,Electra Amsterdam Fashion 7i Ladies' - 2017"
769,Agatha Melton,2,674.885,"Surly Ice Cream Truck Frameset - 2016,Electra Cruiser Lux 1 - 2017"
770,Lavonda Stephenson,2,1239.76,"Trek Stache 5 - 2017,Electra Straight 8 3i (20-inch) - Boy's - 2017"
771,Agnes Sims,4,799.8825,"Electra Cruiser 1 (24-Inch) - 2016,Haro SR 1.3 - 2017,Electra Glam Punk 3i Ladies' - 2017,Sun Bicycles Cruz 3 - Women's - 2017"
772,Latricia Lindsey,2,699.71,"Haro Shredder 20 Girls - 2017,Electra Townie 3i EQ (20-inch) - Boys' - 2017"
773,Yolando Wade,3,1779.793333333333,"Ritchey Timberwolf Frameset - 2016,Trek Fuel EX 8 29 - 2016,Surly Ice Cream Truck Frameset - 2016"
774,Nenita Mooney,4,1742.295,"Trek Domane S 5 Disc - 2017,Sun Bicycles Cruz 3 - 2017,Trek Precaliber 12 Boys - 2017,Electra Townie 3i EQ (20-inch) - Boys' - 2017"
775,Kermit Hyde,3,359.42333333333335,"Pure Cycles Western 3-Speed - Women's - 2015/2016,Trek Precaliber 16 Boys - 2017,Haro Shredder 20 Girls - 2017"
776,Angelique Merrill,1,416.79,Sun Bicycles Cruz 7 - Women's - 2017
777,Ilda Roberson,3,876.5366666666667,"Surly Wednesday Frameset - 2016,Haro Flightline One ST - 2017,Haro Shredder Pro 20 - 2017"
778,Corrinne Garrison,4,2396.7524999999996,"Pure Cycles Vine 8-Speed - 2016,Trek Boone 7 - 2017,Electra Townie Original 7D - 2017,Sun Bicycles Brickell Tandem 7 - 2017"
779,Major Merrill,3,1832.51,"Surly Wednesday Frameset - 2016,Trek Remedy 29 Carbon Frameset - 2016,Pure Cycles Western 3-Speed - Women's - 2015/2016"
780,Ouida Gregory,3,4149.523333333333,"Trek Fuel EX 8 29 - 2016,Trek Slash 8 27.5 - 2016,Surly Straggler - 2016"
781,Tajuana Riddle,2,2269.9049999999997,"Trek Slash 8 27.5 - 2016,Haro SR 1.1 - 2017"
782,Ricki Bullock,3,2617.23,"Trek X-Caliber 8 - 2017,Trek Fuel EX 9.8 27.5 Plus - 2017,Sun Bicycles Streamway 3 - 2017"
783,Celestine Kent,5,2474.194,"Trek Slash 8 27.5 - 2016,Trek Conduit+ - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Sun Bicycles Revolutions 24 - Girl's - 2017,Electra Glam Punk 3i Ladies' - 2017"
784,Debbra Jacobson,2,650.905,"Sun Bicycles Brickell Tandem 7 - 2017,Sun Bicycles Streamway 3 - 2017"
785,Kandis Mills,1,999.84,Electra Townie Original 7D - 2015/2016
786,Wallace Lane,1,599.89,Electra Townie Original 7D EQ - 2016
787,Malisa Mitchell,5,1611.8799999999999,"Trek Emonda S 4 - 2017,Trek Madone 9.2 - 2017,Haro Downtown 16 - 2017,Haro Shredder Pro 20 - 2017,Electra Straight 8 3i (20-inch) - Boy's - 2017"
788,Lilliam Nolan,1,269.89,Electra Cruiser 1 (24-Inch) - 2016
789,Tad Gardner,3,830.1,"Pure Cycles Vine 8-Speed - 2016,Sun Bicycles ElectroLite - 2017,Sun Bicycles Revolutions 24 - Girl's - 2017"
790,Petronila Gallegos,4,793.3275,"Electra Townie Original 21D - 2016,Trek X-Caliber 8 - 2017,Electra Amsterdam Original 3i - 2015/2017,Sun Bicycles Streamway - 2017"
791,Yun Nelson,2,649.865,"Surly Wednesday Frameset - 2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016"
792,Edgar Horn,1,1059.58,Electra Moto 1 - 2016
793,Chantay Maynard,5,1717.3439999999998,"Surly Straggler - 2016,Electra Moto 1 - 2016,Sun Bicycles ElectroLite - 2017,Sun Bicycles Biscayne Tandem 7 - 2017,Electra Girl's Hawaii 1 16"" - 2017"
794,Donette Mccarthy,3,3566.4733333333334,"Electra Townie Original 7D - 2015/2016,Trek Fuel EX 9.8 29 - 2017,Trek Domane S 5 Disc - 2017"
795,Mariam Miranda,4,722.065,"Surly Straggler - 2016,Electra Cruiser 1 (24-Inch) - 2016,Electra Moto 1 - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016"
796,Rosalie Coffey,3,675.9266666666667,"Electra Moto 1 - 2016,Pure Cycles Western 3-Speed - Women's - 2015/2016,Electra Townie Original 7D EQ - 2016"
797,Cathey Lamb,3,732.8566666666667,"Pure Cycles Western 3-Speed - Women's - 2015/2016,Electra Townie Original 21D - 2016,Electra Townie Original 7D EQ - 2016"
798,Alyse Jacobson,5,2431.04,"Heller Shagamaw Frame - 2016,Trek Conduit+ - 2016,Trek Fuel EX 5 27.5 Plus - 2017,Sun Bicycles Atlas X-Type - 2017,Trek Precaliber 12 Boys - 2017"
799,India Barron,4,847.2324999999998,"Surly Ice Cream Truck Frameset - 2016,Electra Cruiser 1 (24-Inch) - 2016,Sun Bicycles Brickell Tandem 7 - 2017,Electra Townie 7D (20-inch) - Boys' - 2017"
800,Cris Dunn,3,2936.513333333333,"Trek Slash 8 27.5 - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016"
801,Ophelia Rodgers,4,1170.2675000000002,"Ritchey Timberwolf Frameset - 2016,Heller Shagamaw Frame - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra Cruiser 1 (24-Inch) - 2016"
802,Barrett Sanders,3,3299.2066666666665,"Trek Slash 8 27.5 - 2016,Pure Cycles William 3-Speed - 2016,Electra Townie Original 7D - 2015/2016"
803,Bernardina Cooper,3,4919.716666666666,"Trek Remedy 9.8 - 2017,Trek Domane SL 6 - 2017,Haro Downtown 16 - 2017"
804,Douglas Richards,1,439.94,Electra Cruiser Lux 1 - 2017
805,Phillis Fowler,1,419.58000000000004,Haro Shredder 20 - 2017
806,Reyes Merritt,3,1599.83,"Trek Conduit+ - 2016,Electra Townie Original 7D EQ - 2016"
807,Nathalie Knowles,2,2298.82,"Surly Straggler - 2016,Sun Bicycles Brickell Tandem 7 - 2017"
808,Vallie Dixon,3,2866.563333333333,"Surly Wednesday Frameset - 2016,Trek Fuel EX 8 29 - 2016,Trek Remedy 29 Carbon Frameset - 2016"
809,Elnora Simpson,5,3353.4519999999998,"Trek Slash 8 27.5 - 2016,Trek Domane SL Disc Frameset - 2017,Electra Cruiser Lux Fat Tire 1 Ladies - 2017,Trek Precaliber 24 (21-Speed) - Girls - 2017,Sun Bicycles Streamway 7 - 2017"
810,Ivelisse Nixon,4,3388.1974999999998,"Surly Karate Monkey 27.5+ Frameset - 2017,Trek Madone 9.2 - 2017,Sun Bicycles Cruz 7 - 2017,Sun Bicycles Lil Kitt'n - 2017"
811,Shanti Johnston,2,1089.68,"Electra Townie Original 7D - 2017,Electra Cruiser Lux Fat Tire 1 Ladies - 2017"
812,Martha Burgess,1,1319.84,Electra Amsterdam Original 3i - 2015/2017
813,Neville Mcclain,5,755.876,"Heller Shagamaw Frame - 2016,Pure Cycles Western 3-Speed - Women's - 2015/2016,Electra Townie Original 7D EQ - Women's - 2016,Electra Cruiser 1 (24-Inch) - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016"
814,Ghislaine Compton,4,487.32500000000005,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra Townie Original 7D EQ - 2016,Electra Cruiser 1 (24-Inch) - 2016"
815,Leanna Manning,5,2277.47,"Surly Wednesday Frameset - 2016,Trek Fuel EX 8 29 - 2016,Surly Ice Cream Truck Frameset - 2016,Surly Straggler - 2016,Electra Townie Original 21D - 2016"
816,Marshall Johnson,2,949.865,"Trek Farley Carbon Frameset - 2018,Electra Townie Balloon 7i EQ - 2018"
817,Zelda Pratt,3,869.11,"Electra Townie Original 21D - 2016,Electra Townie Original 7D EQ - 2016,Pure Cycles Vine 8-Speed - 2016"
818,Joel Wynn,2,1329.81,"Electra Cruiser Lux 1 - 2016/2018,Electra Townie Balloon 7i EQ Ladies' - 2017/2018"
819,Yahaira Robertson,4,1441.745,"Trek Remedy 29 Carbon Frameset - 2016,Pure Cycles Western 3-Speed - Women's - 2015/2016,Electra Cruiser 1 (24-Inch) - 2016,Electra Townie Original 7D - 2015/2016"
820,Sandy Mills,3,1133.2333333333333,"Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018,Electra Cruiser Lux Fat Tire 7D - 2018,Electra Daydreamer 3i Ladies' - 2018"
821,Cassidy Clark,2,363.26,"Sun Bicycles Lil Bolt Type-R - 2017,Trek Precaliber 12 Boys - 2017"
822,Kristy Watkins,1,1469.94,Trek Ticket S Frame - 2018
823,Tina Bush,2,1850.8600000000001,"Heller Shagamaw Frame - 2016,Electra Moto 1 - 2016"
824,Veronika Rollins,2,5339.86,"Trek Madone 9.2 - 2017,Electra Townie 7D (20-inch) - Boys' - 2017"
825,Kristel Byrd,2,1049.81,"Ritchey Timberwolf Frameset - 2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016"
826,Shay Stephenson,3,1339.0933333333335,"Surly Straggler - 2016,Haro Shredder 20 - 2017,Haro Shredder Pro 20 - 2017"
827,George Pickett,1,469.79,Surly Ice Cream Truck Frameset - 2016
828,Renato Morton,4,766.115,"Surly Straggler 650b - 2016,Electra Townie Original 21D - 2016,Sun Bicycles Atlas X-Type - 2017,Sun Bicycles Cruz 7 - 2017"
829,Marcy Rodriguez,1,939.78,Trek Farley Alloy Frameset - 2017
830,Edmund Gaines,1,1099.78,Electra Townie Original 21D - 2016
831,Lory Berg,2,2249.9049999999997,"Trek Slash 8 27.5 - 2016,Electra Townie Original 7D - 2015/2016"
