customer_id,first_name,last_name,email,phone,purchased_products
715,Larae,Carney,larae.carney@msn.com,,"['Haro SR 1.3 - 2017', 'Trek Remedy 9.8 - 2017', 'Sun Bicycles Atlas X-Type - 2017', 'Sun Bicycles Biscayne Tandem 7 - 2017', 'Sun Bicycles Streamway 3 - 2017']"
716,Sebrina,Hart,sebrina.hart@yahoo.com,,"['Surly Straggler - 2016', 'Pure Cycles Vine 8-Speed - 2016', ""Pure Cycles Western 3-Speed - Women's - 2015/2016""]"
717,Kristofer,Craig,kristofer.craig@yahoo.com,,"['Trek Remedy 29 Carbon Frameset - 2016', 'Trek Conduit+ - 2016', 'Electra Townie Original 7D - 2015/2016']"
718,Luciana,Mcgee,luciana.mcgee@msn.com,,['Haro Shredder 20 - 2017']
719,Nicki,Fry,nicki.fry@hotmail.com,,['Electra Moto 1 - 2016']
720,Devin,Shaffer,devin.shaffer@gmail.com,(507) 557-2191,"['Surly Ice Cream Truck Frameset - 2016', 'Sun Bicycles Streamway 3 - 2017']"
721,Erlinda,Osborne,erlinda.osborne@yahoo.com,,['Electra Townie Original 7D EQ - 2016']
722,Camila,Carroll,camila.carroll@yahoo.com,(210) 436-8676,"[""Electra Girl's Hawaii 1 (16-inch) - 2015/2016"", 'Sun Bicycles Revolutions 24 - 2017', 'Electra Amsterdam Original 3i - 2015/2017', ""Sun Bicycles Cruz 3 - Women's - 2017"", ""Sun Bicycles Drifter 7 - Women's - 2017""]"
723,Vicki,Wiggins,vicki.wiggins@hotmail.com,,"['Trek Slash 8 27.5 - 2016', ""Electra Townie Original 7D EQ - Women's - 2016"", 'Haro SR 1.2 - 2017', ""Electra Townie 7D (20-inch) - Boys' - 2017"", 'Electra Townie Original 7D - 2017']"
724,Lois,Steele,lois.steele@yahoo.com,,"['Trek Fuel EX 8 29 - 2016', 'Electra Cruiser 1 (24-Inch) - 2016', ""Electra Girl's Hawaii 1 (16-inch) - 2015/2016""]"
725,Carola,Mcpherson,carola.mcpherson@hotmail.com,,['Sun Bicycles Cruz 7 - 2017']
726,Rochell,Cantrell,rochell.cantrell@yahoo.com,,"['Trek Conduit+ - 2016', 'Surly Straggler 650b - 2016', ""Pure Cycles Western 3-Speed - Women's - 2015/2016"", ""Electra Townie Original 7D EQ - Women's - 2016"", 'Electra Cruiser 1 (24-Inch) - 2016']"
727,Kasha,Sullivan,kasha.sullivan@hotmail.com,,"['Trek Fuel EX 8 29 - 2016', 'Heller Shagamaw Frame - 2016', ""Electra Girl's Hawaii 1 (16-inch) - 2015/2016"", ""Pure Cycles Western 3-Speed - Women's - 2015/2016"", 'Electra Cruiser 1 (24-Inch) - 2016']"
728,Viva,Dawson,viva.dawson@yahoo.com,,"['Ritchey Timberwolf Frameset - 2016', 'Trek Remedy 29 Carbon Frameset - 2016', 'Surly Straggler - 2016', 'Electra Townie Original 21D - 2016', 'Electra Townie Original 7D - 2015/2016']"
729,Hue,Dalton,hue.dalton@hotmail.com,,['Surly Wednesday Frameset - 2016']
730,Andria,Rivers,andria.rivers@aol.com,,"['Surly Ice Cream Truck Frameset - 2016', 'Electra Townie Original 7D EQ - 2016', 'Sun Bicycles Spider 3i - 2017', 'Sun Bicycles Biscayne Tandem CB - 2017', ""Sun Bicycles Lil Kitt'n - 2017""]"
731,Hilary,Savage,hilary.savage@yahoo.com,(805) 753-6881,['Haro SR 1.2 - 2017']
732,Lavona,Austin,lavona.austin@yahoo.com,,"['Trek Slash 8 27.5 - 2016', ""Electra Girl's Hawaii 1 (16-inch) - 2015/2016"", ""Pure Cycles Western 3-Speed - Women's - 2015/2016"", 'Electra Townie Original 7D - 2015/2016']"
733,Doreatha,Ford,doreatha.ford@yahoo.com,,['Electra Townie Original 7D EQ - 2016']
734,Alina,Mcleod,alina.mcleod@msn.com,,"['Electra Townie Original 7D - 2015/2016', 'Trek Farley Alloy Frameset - 2017', ""Trek Silque SLR 7 Women's - 2017"", 'Trek Precaliber 12 Boys - 2017']"
735,Aide,Franco,aide.franco@msn.com,,"['Haro SR 1.2 - 2017', ""Electra Townie 3i EQ (20-inch) - Boys' - 2017"", 'Sun Bicycles Streamway 7 - 2017']"
736,Genny,Hensley,genny.hensley@yahoo.com,,"['Surly Straggler 650b - 2016', 'Electra Townie Original 7D - 2015/2016', 'Electra Townie Original 7D - 2017']"
737,Melita,Dominguez,melita.dominguez@msn.com,,"['Electra Townie Original 21D - 2016', ""Electra Girl's Hawaii 1 (16-inch) - 2015/2016"", 'Electra Moto 1 - 2016', 'Electra Townie Original 7D EQ - 2016']"
738,Fannie,Jenkins,fannie.jenkins@msn.com,(805) 774-5696,"['Trek Stache 5 - 2017', 'Surly Pack Rat - 2018', 'Electra Townie Commute Go! - 2018', 'Electra Townie Commute 27D Ladies - 2018']"
739,Bobbi,Banks,bobbi.banks@yahoo.com,,"['Trek Remedy 29 Carbon Frameset - 2016', 'Surly Straggler 650b - 2016']"
740,Gwenn,Melton,gwenn.melton@yahoo.com,,"[""Electra Girl's Hawaii 1 (16-inch) - 2015/2016"", 'Pure Cycles William 3-Speed - 2016', ""Electra Girl's Hawaii 1 (16-inch) - 2015/2016"", 'Electra Townie Original 7D EQ - 2016']"
741,Laci,Castro,laci.castro@hotmail.com,,['Ritchey Timberwolf Frameset - 2016']
742,Evelina,Manning,evelina.manning@aol.com,,"['Heller Shagamaw Frame - 2016', 'Trek Remedy 29 Carbon Frameset - 2016', 'Electra Townie Original 7D - 2015/2016']"
743,Tania,Swanson,tania.swanson@yahoo.com,,"[""Electra Townie Original 7D EQ - Women's - 2016"", 'Electra Townie Original 7D - 2015/2016']"
744,Laurel,Schultz,laurel.schultz@hotmail.com,,"['Trek X-Caliber 8 - 2017', 'Sun Bicycles ElectroLite - 2017', 'Trek Stache 5 - 2018', ""Electra Townie Balloon 3i EQ Ladies' - 2018""]"
745,Carolyne,Conley,carolyne.conley@gmail.com,,"['Electra Townie Original 7D EQ - 2016', 'Sun Bicycles Biscayne Tandem 7 - 2017']"
746,Eldridge,Greer,eldridge.greer@aol.com,,['Pure Cycles Vine 8-Speed - 2016']
747,Margret,Barnett,margret.barnett@gmail.com,,"['Sun Bicycles Spider 3i - 2017', 'Trek Domane SLR 6 Disc - 2017', 'Sun Bicycles ElectroLite - 2017']"
748,Oliva,Blackwell,oliva.blackwell@hotmail.com,,"['Haro SR 1.2 - 2017', 'Trek Domane S 5 Disc - 2017', ""Electra Amsterdam Fashion 7i Ladies' - 2017"", ""Electra Savannah 3i (20-inch) - Girl's - 2017""]"
749,Oralia,Farley,oralia.farley@hotmail.com,,"['Trek Domane S 6 - 2017', 'Haro Shredder 20 Girls - 2017', 'Sun Bicycles Streamway - 2017']"
750,Romaine,Salazar,romaine.salazar@yahoo.com,,"[""Electra Girl's Hawaii 1 (16-inch) - 2015/2016"", ""Pure Cycles Western 3-Speed - Women's - 2015/2016"", ""Electra Girl's Hawaii 1 (16-inch) - 2015/2016""]"
751,Hermila,Mckay,hermila.mckay@yahoo.com,,"['Trek Conduit+ - 2016', 'Trek Session DH 27.5 Carbon Frameset - 2017', 'Sun Bicycles Boardwalk (24-inch Wheels) - 2017']"
752,Lloyd,Miranda,lloyd.miranda@hotmail.com,,['Trek Precaliber 12 Girls - 2017']
753,Mandi,Gibbs,mandi.gibbs@gmail.com,,['Electra Townie Original 21D - 2016']
754,Hue,May,hue.may@aol.com,,"['Surly Big Fat Dummy Frameset - 2018', 'Trek Lift+ - 2018', ""Electra Townie Original 3i EQ Ladies' - 2018"", 'Trek Kickster - 2018', ""Trek Precaliber 20 6-speed Boy's - 2018""]"
755,Tomika,Wilder,tomika.wilder@aol.com,,"['Ritchey Timberwolf Frameset - 2016', 'Trek Fuel EX 8 29 - 2016', 'Heller Shagamaw Frame - 2016', ""Electra Girl's Hawaii 1 (16-inch) - 2015/2016"", 'Electra Townie Original 21D - 2016']"
756,Graig,Roth,graig.roth@aol.com,,"['Surly Wednesday Frameset - 2016', 'Surly Straggler - 2016', 'Electra Townie Original 21D - 2016', ""Pure Cycles Western 3-Speed - Women's - 2015/2016""]"
757,Lamar,Greer,lamar.greer@gmail.com,,"['Surly Straggler 650b - 2016', 'Surly Troll Frameset - 2017', 'Electra Townie Original 7D - 2017']"
758,Raymonde,Garcia,raymonde.garcia@aol.com,,"['Trek Fuel EX 8 29 - 2016', 'Electra Townie Original 7D - 2015/2016']"
759,Cira,Downs,cira.downs@gmail.com,(510) 788-4456,"['Ritchey Timberwolf Frameset - 2016', 'Electra Townie Original 21D - 2016', ""Electra Girl's Hawaii 1 (16-inch) - 2015/2016"", ""Electra Girl's Hawaii 1 (16-inch) - 2015/2016""]"
760,Marisa,Chambers,marisa.chambers@msn.com,,"['Trek Fuel EX 8 29 - 2016', ""Pure Cycles Western 3-Speed - Women's - 2015/2016"", 'Electra Townie Original 7D - 2015/2016']"
761,Rod,Hatfield,rod.hatfield@hotmail.com,,"['Electra Townie Original 7D - 2017', ""Electra Cruiser Lux 1 Ladies' - 2018"", ""Electra Cruiser Lux 7D Ladies' - 2018"", ""Electra Townie Original 21D EQ Ladies' - 2018"", ""Electra Cyclosaurus 1 (16-inch) - Boy's - 2018""]"
762,Quyen,Houston,quyen.houston@gmail.com,,"['Surly Wednesday Frameset - 2017', 'Trek Domane SLR 6 Disc - 2017']"
763,Han,Schneider,han.schneider@gmail.com,,"['Electra Townie Original 21D - 2016', 'Electra Cruiser 1 (24-Inch) - 2016']"
764,Terrell,Mathis,terrell.mathis@aol.com,,"['Surly Wednesday Frameset - 2016', 'Heller Shagamaw Frame - 2016', ""Pure Cycles Western 3-Speed - Women's - 2015/2016"", ""Electra Girl's Hawaii 1 (20-inch) - 2015/2016""]"
765,Spring,Hayes,spring.hayes@hotmail.com,,"['Sun Bicycles Revolutions 24 - 2017', 'Trek Marlin 5 - 2018', 'Trek CrossRip+ - 2018']"
766,Lecia,Hancock,lecia.hancock@hotmail.com,,['Electra Townie Original 21D - 2016']
767,Twana,Arnold,twana.arnold@msn.com,(657) 988-1904,['Electra Townie Original 7D - 2015/2016']
768,Yvone,Yates,yvone.yates@gmail.com,,"['Surly Ice Cream Truck Frameset - 2016', 'Trek Domane S 5 Disc - 2017', ""Electra Amsterdam Fashion 7i Ladies' - 2017""]"
769,Agatha,Melton,agatha.melton@yahoo.com,,"['Surly Ice Cream Truck Frameset - 2016', 'Electra Cruiser Lux 1 - 2017']"
770,Lavonda,Stephenson,lavonda.stephenson@gmail.com,,"['Trek Stache 5 - 2017', ""Electra Straight 8 3i (20-inch) - Boy's - 2017""]"
771,Agnes,Sims,agnes.sims@aol.com,(716) 780-9901,"['Electra Cruiser 1 (24-Inch) - 2016', 'Haro SR 1.3 - 2017', ""Electra Glam Punk 3i Ladies' - 2017"", ""Sun Bicycles Cruz 3 - Women's - 2017""]"
772,Latricia,Lindsey,latricia.lindsey@hotmail.com,,"['Haro Shredder 20 Girls - 2017', ""Electra Townie 3i EQ (20-inch) - Boys' - 2017""]"
773,Yolando,Wade,yolando.wade@hotmail.com,,"['Ritchey Timberwolf Frameset - 2016', 'Trek Fuel EX 8 29 - 2016', 'Surly Ice Cream Truck Frameset - 2016']"
774,Nenita,Mooney,nenita.mooney@hotmail.com,,"['Trek Domane S 5 Disc - 2017', 'Sun Bicycles Cruz 3 - 2017', 'Trek Precaliber 12 Boys - 2017', ""Electra Townie 3i EQ (20-inch) - Boys' - 2017""]"
775,Kermit,Hyde,kermit.hyde@hotmail.com,,"[""Pure Cycles Western 3-Speed - Women's - 2015/2016"", 'Trek Precaliber 16 Boys - 2017', 'Haro Shredder 20 Girls - 2017']"
776,Angelique,Merrill,angelique.merrill@gmail.com,,"[""Sun Bicycles Cruz 7 - Women's - 2017""]"
777,Ilda,Roberson,ilda.roberson@aol.com,,"['Surly Wednesday Frameset - 2016', 'Haro Flightline One ST - 2017', 'Haro Shredder Pro 20 - 2017']"
778,Corrinne,Garrison,corrinne.garrison@yahoo.com,,"['Pure Cycles Vine 8-Speed - 2016', 'Trek Boone 7 - 2017', 'Electra Townie Original 7D - 2017', 'Sun Bicycles Brickell Tandem 7 - 2017']"
779,Major,Merrill,major.merrill@aol.com,,"['Surly Wednesday Frameset - 2016', 'Trek Remedy 29 Carbon Frameset - 2016', ""Pure Cycles Western 3-Speed - Women's - 2015/2016""]"
780,Ouida,Gregory,ouida.gregory@aol.com,,"['Trek Fuel EX 8 29 - 2016', 'Trek Slash 8 27.5 - 2016', 'Surly Straggler - 2016']"
781,Tajuana,Riddle,tajuana.riddle@hotmail.com,,"['Trek Slash 8 27.5 - 2016', 'Haro SR 1.1 - 2017']"
782,Ricki,Bullock,ricki.bullock@hotmail.com,,"['Trek X-Caliber 8 - 2017', 'Trek Fuel EX 9.8 27.5 Plus - 2017', 'Sun Bicycles Streamway 3 - 2017']"
783,Celestine,Kent,celestine.kent@aol.com,(717) 890-4260,"['Trek Slash 8 27.5 - 2016', 'Trek Conduit+ - 2016', ""Electra Girl's Hawaii 1 (16-inch) - 2015/2016"", ""Sun Bicycles Revolutions 24 - Girl's - 2017"", ""Electra Glam Punk 3i Ladies' - 2017""]"
784,Debbra,Jacobson,debbra.jacobson@yahoo.com,,"['Sun Bicycles Brickell Tandem 7 - 2017', 'Sun Bicycles Streamway 3 - 2017']"
785,Kandis,Mills,kandis.mills@hotmail.com,,['Electra Townie Original 7D - 2015/2016']
786,Wallace,Lane,wallace.lane@aol.com,,['Electra Townie Original 7D EQ - 2016']
787,Malisa,Mitchell,malisa.mitchell@msn.com,,"['Trek Emonda S 4 - 2017', 'Trek Madone 9.2 - 2017', 'Haro Downtown 16 - 2017', 'Haro Shredder Pro 20 - 2017', ""Electra Straight 8 3i (20-inch) - Boy's - 2017""]"
788,Lilliam,Nolan,lilliam.nolan@msn.com,,['Electra Cruiser 1 (24-Inch) - 2016']
789,Tad,Gardner,tad.gardner@hotmail.com,,"['Pure Cycles Vine 8-Speed - 2016', 'Sun Bicycles ElectroLite - 2017', ""Sun Bicycles Revolutions 24 - Girl's - 2017""]"
790,Petronila,Gallegos,petronila.gallegos@gmail.com,,"['Electra Townie Original 21D - 2016', 'Trek X-Caliber 8 - 2017', 'Electra Amsterdam Original 3i - 2015/2017', 'Sun Bicycles Streamway - 2017']"
791,Yun,Nelson,yun.nelson@hotmail.com,,"['Surly Wednesday Frameset - 2016', ""Electra Girl's Hawaii 1 (20-inch) - 2015/2016""]"
792,Edgar,Horn,edgar.horn@aol.com,,['Electra Moto 1 - 2016']
793,Chantay,Maynard,chantay.maynard@gmail.com,,"['Surly Straggler - 2016', 'Electra Moto 1 - 2016', 'Sun Bicycles ElectroLite - 2017', 'Sun Bicycles Biscayne Tandem 7 - 2017', 'Electra Girl\'s Hawaii 1 16"" - 2017']"
794,Donette,Mccarthy,donette.mccarthy@yahoo.com,,"['Electra Townie Original 7D - 2015/2016', 'Trek Fuel EX 9.8 29 - 2017', 'Trek Domane S 5 Disc - 2017']"
795,Mariam,Miranda,mariam.miranda@aol.com,,"['Surly Straggler - 2016', 'Electra Cruiser 1 (24-Inch) - 2016', 'Electra Moto 1 - 2016', ""Electra Girl's Hawaii 1 (16-inch) - 2015/2016""]"
796,Rosalie,Coffey,rosalie.coffey@gmail.com,,"['Electra Moto 1 - 2016', ""Pure Cycles Western 3-Speed - Women's - 2015/2016"", 'Electra Townie Original 7D EQ - 2016']"
797,Cathey,Lamb,cathey.lamb@msn.com,,"[""Pure Cycles Western 3-Speed - Women's - 2015/2016"", 'Electra Townie Original 21D - 2016', 'Electra Townie Original 7D EQ - 2016']"
798,Alyse,Jacobson,alyse.jacobson@yahoo.com,,"['Heller Shagamaw Frame - 2016', 'Trek Conduit+ - 2016', 'Trek Fuel EX 5 27.5 Plus - 2017', 'Sun Bicycles Atlas X-Type - 2017', 'Trek Precaliber 12 Boys - 2017']"
799,India,Barron,india.barron@msn.com,,"['Surly Ice Cream Truck Frameset - 2016', 'Electra Cruiser 1 (24-Inch) - 2016', 'Sun Bicycles Brickell Tandem 7 - 2017', ""Electra Townie 7D (20-inch) - Boys' - 2017""]"
800,Cris,Dunn,cris.dunn@yahoo.com,,"['Trek Slash 8 27.5 - 2016', ""Electra Girl's Hawaii 1 (16-inch) - 2015/2016"", ""Electra Girl's Hawaii 1 (16-inch) - 2015/2016""]"
801,Ophelia,Rodgers,ophelia.rodgers@gmail.com,,"['Ritchey Timberwolf Frameset - 2016', 'Heller Shagamaw Frame - 2016', ""Electra Girl's Hawaii 1 (16-inch) - 2015/2016"", 'Electra Cruiser 1 (24-Inch) - 2016']"
802,Barrett,Sanders,barrett.sanders@aol.com,,"['Trek Slash 8 27.5 - 2016', 'Pure Cycles William 3-Speed - 2016', 'Electra Townie Original 7D - 2015/2016']"
803,Bernardina,Cooper,bernardina.cooper@msn.com,,"['Trek Remedy 9.8 - 2017', 'Trek Domane SL 6 - 2017', 'Haro Downtown 16 - 2017']"
804,Douglas,Richards,douglas.richards@hotmail.com,,['Electra Cruiser Lux 1 - 2017']
805,Phillis,Fowler,phillis.fowler@aol.com,,['Haro Shredder 20 - 2017']
806,Reyes,Merritt,reyes.merritt@yahoo.com,,"['Trek Conduit+ - 2016', 'Electra Townie Original 7D EQ - 2016', 'Electra Townie Original 7D EQ - 2016']"
807,Nathalie,Knowles,nathalie.knowles@aol.com,,"['Surly Straggler - 2016', 'Sun Bicycles Brickell Tandem 7 - 2017']"
808,Vallie,Dixon,vallie.dixon@yahoo.com,,"['Surly Wednesday Frameset - 2016', 'Trek Fuel EX 8 29 - 2016', 'Trek Remedy 29 Carbon Frameset - 2016']"
809,Elnora,Simpson,elnora.simpson@yahoo.com,,"['Trek Slash 8 27.5 - 2016', 'Trek Domane SL Disc Frameset - 2017', 'Electra Cruiser Lux Fat Tire 1 Ladies - 2017', 'Trek Precaliber 24 (21-Speed) - Girls - 2017', 'Sun Bicycles Streamway 7 - 2017']"
810,Ivelisse,Nixon,ivelisse.nixon@aol.com,(281) 941-4933,"['Surly Karate Monkey 27.5+ Frameset - 2017', 'Trek Madone 9.2 - 2017', 'Sun Bicycles Cruz 7 - 2017', ""Sun Bicycles Lil Kitt'n - 2017""]"
811,Shanti,Johnston,shanti.johnston@gmail.com,,"['Electra Townie Original 7D - 2017', 'Electra Cruiser Lux Fat Tire 1 Ladies - 2017']"
812,Martha,Burgess,martha.burgess@msn.com,,['Electra Amsterdam Original 3i - 2015/2017']
813,Neville,Mcclain,neville.mcclain@yahoo.com,,"['Heller Shagamaw Frame - 2016', ""Pure Cycles Western 3-Speed - Women's - 2015/2016"", ""Electra Townie Original 7D EQ - Women's - 2016"", 'Electra Cruiser 1 (24-Inch) - 2016', ""Electra Girl's Hawaii 1 (16-inch) - 2015/2016""]"
814,Ghislaine,Compton,ghislaine.compton@aol.com,,"[""Electra Girl's Hawaii 1 (16-inch) - 2015/2016"", 'Electra Townie Original 7D EQ - 2016', 'Electra Cruiser 1 (24-Inch) - 2016', ""Electra Girl's Hawaii 1 (16-inch) - 2015/2016""]"
815,Leanna,Manning,leanna.manning@yahoo.com,,"['Surly Wednesday Frameset - 2016', 'Trek Fuel EX 8 29 - 2016', 'Surly Ice Cream Truck Frameset - 2016', 'Surly Straggler - 2016', 'Electra Townie Original 21D - 2016']"
816,Marshall,Johnson,marshall.johnson@yahoo.com,,"['Trek Farley Carbon Frameset - 2018', 'Electra Townie Balloon 7i EQ - 2018']"
817,Zelda,Pratt,zelda.pratt@gmail.com,(717) 428-4018,"['Electra Townie Original 21D - 2016', 'Electra Townie Original 7D EQ - 2016', 'Pure Cycles Vine 8-Speed - 2016']"
818,Joel,Wynn,joel.wynn@aol.com,(619) 210-6032,"['Electra Cruiser Lux 1 - 2016/2018', ""Electra Townie Balloon 7i EQ Ladies' - 2017/2018""]"
819,Yahaira,Robertson,yahaira.robertson@yahoo.com,,"['Trek Remedy 29 Carbon Frameset - 2016', ""Pure Cycles Western 3-Speed - Women's - 2015/2016"", 'Electra Cruiser 1 (24-Inch) - 2016', 'Electra Townie Original 7D - 2015/2016']"
820,Sandy,Mills,sandy.mills@gmail.com,,"[""Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018"", 'Electra Cruiser Lux Fat Tire 7D - 2018', ""Electra Daydreamer 3i Ladies' - 2018""]"
821,Cassidy,Clark,cassidy.clark@hotmail.com,,"['Sun Bicycles Lil Bolt Type-R - 2017', 'Trek Precaliber 12 Boys - 2017']"
822,Kristy,Watkins,kristy.watkins@gmail.com,,['Trek Ticket S Frame - 2018']
823,Tina,Bush,tina.bush@aol.com,,"['Heller Shagamaw Frame - 2016', 'Electra Moto 1 - 2016']"
824,Veronika,Rollins,veronika.rollins@yahoo.com,,"['Trek Madone 9.2 - 2017', ""Electra Townie 7D (20-inch) - Boys' - 2017""]"
825,Kristel,Byrd,kristel.byrd@hotmail.com,,"['Ritchey Timberwolf Frameset - 2016', ""Electra Girl's Hawaii 1 (20-inch) - 2015/2016""]"
826,Shay,Stephenson,shay.stephenson@aol.com,,"['Surly Straggler - 2016', 'Haro Shredder 20 - 2017', 'Haro Shredder Pro 20 - 2017']"
827,George,Pickett,george.pickett@msn.com,,['Surly Ice Cream Truck Frameset - 2016']
828,Renato,Morton,renato.morton@msn.com,,"['Surly Straggler 650b - 2016', 'Electra Townie Original 21D - 2016', 'Sun Bicycles Atlas X-Type - 2017', 'Sun Bicycles Cruz 7 - 2017']"
829,Marcy,Rodriguez,marcy.rodriguez@gmail.com,,['Trek Farley Alloy Frameset - 2017']
830,Edmund,Gaines,edmund.gaines@gmail.com,,['Electra Townie Original 21D - 2016']
831,Lory,Berg,lory.berg@aol.com,,"['Trek Slash 8 27.5 - 2016', 'Electra Townie Original 7D - 2015/2016']"
832,Pamala,Fowler,pamala.fowler@gmail.com,,"['Trek Domane S 6 - 2017', ""Sun Bicycles Lil Kitt'n - 2017"", 'Electra Townie Original 7D - 2017']"
833,Leone,Emerson,leone.emerson@msn.com,,"['Surly Straggler 650b - 2016', 'Electra Townie Original 21D - 2016', 'Electra Cruiser 1 (24-Inch) - 2016', ""Electra Girl's Hawaii 1 (20-inch) - 2015/2016"", 'Electra Townie Original 7D EQ - 2016']"
834,Brain,Skinner,brain.skinner@hotmail.com,,"[""Electra Girl's Hawaii 1 (16-inch) - 2015/2016"", 'Electra Moto 1 - 2016', ""Electra Townie Original 7D EQ - Women's - 2016"", 'Electra Cruiser 1 (24-Inch) - 2016']"
835,Roseanne,Maynard,roseanne.maynard@yahoo.com,,"['Electra Moto 1 - 2016', ""Electra Girl's Hawaii 1 (16-inch) - 2015/2016"", 'Electra Townie Original 21D - 2016']"
836,Corinna,Adams,corinna.adams@msn.com,,"['Trek Emonda S 4 - 2017', 'Trek Domane SL Disc Frameset - 2017', 'Sun Bicycles Cruz 3 - 2017', 'Haro Downtown 16 - 2017']"
837,Kellye,Campbell,kellye.campbell@gmail.com,,"['Surly Karate Monkey 27.5+ Frameset - 2017', 'Trek Precaliber 24 (21-Speed) - Girls - 2017', ""Electra Moto 3i (20-inch) - Boy's - 2017"", ""Electra Straight 8 3i (20-inch) - Boy's - 2017"", 'Sun Bicycles Streamway - 2017']"
838,Erna,Sloan,erna.sloan@aol.com,,"['Surly ECR 27.5 - 2018', 'Trek XM700+ - 2018', 'Trek Verve+ Lowstep - 2018']"
839,Carolann,Russell,carolann.russell@hotmail.com,,"['Pure Cycles Vine 8-Speed - 2016', 'Surly Wednesday - 2017', 'Electra Townie Original 3i EQ - 2017/2018', 'Strider Sport 16 - 2018']"
840,Gilbert,Calhoun,gilbert.calhoun@msn.com,,"['Pure Cycles Vine 8-Speed - 2016', 'Trek Fuel EX 9.8 29 - 2017', 'Trek Boone 7 - 2017']"
841,Manie,Maxwell,manie.maxwell@gmail.com,,"['Surly Wednesday - 2017', 'Electra Girl\'s Hawaii 1 16"" - 2017']"
842,Giselle,Robles,giselle.robles@hotmail.com,,"['Trek Precaliber 16 Girls - 2017', 'Sun Bicycles Streamway 3 - 2017']"
843,Tessie,Farmer,tessie.farmer@msn.com,,"['Surly Ice Cream Truck Frameset - 2016', 'Pure Cycles William 3-Speed - 2016', 'Electra Cruiser 1 (24-Inch) - 2016']"
844,Felica,Munoz,felica.munoz@aol.com,,"['Trek Slash 8 27.5 - 2016', 'Surly Wednesday Frameset - 2017', 'Trek Domane S 6 - 2017', 'Sun Bicycles Lil Bolt Type-R - 2017', 'Sun Bicycles Cruz 3 - 2017']"
845,Kathyrn,Bush,kathyrn.bush@gmail.com,,"['Electra Townie Original 7D EQ - 2016', 'Electra Townie Original 21D - 2016', ""Sun Bicycles Cruz 3 - Women's - 2017""]"
846,Sylvester,Chan,sylvester.chan@hotmail.com,,"['Electra Girl\'s Hawaii 1 16"" - 2017', 'Trek Precaliber 16 Girls - 2017']"
847,Lizette,Ellison,lizette.ellison@hotmail.com,,['Sun Bicycles Cruz 3 - 2017']
848,Ernestina,Skinner,ernestina.skinner@hotmail.com,,"['Surly Ice Cream Truck Frameset - 2016', 'Trek Slash 8 27.5 - 2016', 'Electra Townie Original 21D - 2016']"
849,Phyllis,Hill,phyllis.hill@yahoo.com,,"['Electra Cruiser 1 (24-Inch) - 2016', 'Pure Cycles Vine 8-Speed - 2016', 'Electra Townie Original 21D - 2016']"
850,Stephanie,Browning,stephanie.browning@yahoo.com,,"[""Sun Bicycles Lil Kitt'n - 2017""]"
851,Arlena,Buckner,arlena.buckner@hotmail.com,,"[""Electra Girl's Hawaii 1 (16-inch) - 2015/2016"", ""Electra Girl's Hawaii 1 (20-inch) - 2015/2016""]"
852,Lezlie,Thompson,lezlie.thompson@yahoo.com,,['Electra Townie Original 21D - 2016']
853,Brittney,Rojas,brittney.rojas@aol.com,,"['Trek Fuel EX 8 29 - 2016', 'Trek Remedy 29 Carbon Frameset - 2016', 'Electra Townie Original 7D EQ - 2016', ""Pure Cycles Western 3-Speed - Women's - 2015/2016"", 'Electra Townie Original 21D - 2016']"
854,Phylis,Adkins,phylis.adkins@msn.com,(212) 325-9145,"['Electra Townie Original 21D - 2016', 'Electra Townie Original 7D - 2015/2016']"
855,Lean,Stark,lean.stark@msn.com,,"['Electra Moto 1 - 2016', 'Electra Townie Original 21D - 2016']"
856,Lara,Guy,lara.guy@aol.com,,"['Trek Emonda S 5 - 2017', 'Trek Domane SL 5 - 2018']"
857,Inga,Koch,inga.koch@msn.com,,['Sun Bicycles Cruz 3 - 2017']
858,Klara,Kim,klara.kim@gmail.com,,"['Surly Wednesday Frameset - 2016', 'Sun Bicycles Boardwalk (24-inch Wheels) - 2017', ""Sun Bicycles Lil Kitt'n - 2017"", 'Haro Downtown 16 - 2017', ""Electra Sugar Skulls 1 (20-inch) - Girl's - 2017""]"
859,Julianne,Shannon,julianne.shannon@hotmail.com,,"[""Sun Bicycles Revolutions 24 - Girl's - 2017"", ""Sun Bicycles Cruz 7 - Women's - 2017"", 'Trek Marlin 7 - 2017/2018', 'Trek Domane AL 2 - 2018', 'Trek CrossRip+ - 2018']"
860,Loni,Mullen,loni.mullen@msn.com,,['Sun Bicycles Revolutions 24 - 2017']
861,Olympia,Figueroa,olympia.figueroa@hotmail.com,,"['Trek Slash 8 27.5 - 2016', 'Electra Townie Original 7D EQ - 2016']"
862,Mellie,Puckett,mellie.puckett@yahoo.com,,"['Surly Wednesday Frameset - 2016', 'Sun Bicycles Revolutions 24 - 2017', 'Trek Fuel EX 7 29 - 2018', ""Electra Koa 3i Ladies' - 2018""]"
863,Shonta,Preston,shonta.preston@msn.com,,"['Pure Cycles Vine 8-Speed - 2016', 'Surly Karate Monkey 27.5+ Frameset - 2017', 'Haro Shift R3 - 2017', 'Sun Bicycles Cruz 3 - 2017']"
