customer_id,first_name,last_name,purchase_frequency,avg_order_value,product_preferences
675,Kermit,Bowman,5,1450.7239000000002,"Electra Cruiser 1 (24-Inch) - 2016,Electra Moto 1 - 2016,Trek Domane S 5 Disc - 2017,Electra Townie Original 7D - 2017,Sun Bicycles Cruz 7 - Women's - 2017"
676,Gayle,Wilkinson,1,512.981,Electra Cruiser 1 (24-Inch) - 2016
677,Launa,Hull,1,242.991,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
678,Myron,Johns,1,1673.9906999999998,Trek Remedy 29 Carbon Frameset - 2016
679,Tuan,Wolfe,3,1012.7737999999999,"Ritchey Timberwolf Frameset - 2016,Pure Cycles Western 3-Speed - Women's - 2015/2016,Pure Cycles William 3-Speed - 2016"
680,Mathilda,Pennington,2,993.983,"Electra Tiger Shark 3i - 2018,Trek Precaliber 20 Boy's - 2018"
681,Reatha,Perez,5,2626.16576,"Heller Shagamaw Frame - 2016,Trek Remedy 9.8 - 2017,Trek Silque SLR 7 Women's - 2017,Surly Steamroller - 2017,Electra Townie 7D (20-inch) - Boys' - 2017"
682,Arnita,Thomas,1,4799.9839999999995,Trek Conduit+ - 2016
683,Amparo,Burks,1,879.984,Electra Townie Original 21D - 2016
684,Jenny,Bell,1,511.49069999999995,Electra Townie Original 21D - 2016
685,Laverne,Craft,1,386.1,Pure Cycles Vine 8-Speed - 2016
686,Darcel,Harmon,3,1272.1541333333332,"Trek Fuel EX 8 29 - 2016,Electra Moto 1 - 2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016"
687,Cecilia,Camacho,5,1594.2452199999998,"Electra Cruiser 1 (24-Inch) - 2016,Sun Bicycles Spider 3i - 2017,Surly Troll Frameset - 2017,Trek Powerfly 8 FS Plus - 2017,Electra Girl's Hawaii 1 16"" - 2017"
688,Pearlie,Cochran,1,3347.9813999999997,Trek Remedy 29 Carbon Frameset - 2016
689,Deirdre,Ryan,3,2267.990633333333,"Trek Madone 9.2 - 2017,Trek Domane ALR 4 Disc - 2018,Electra Morningstar 3i Ladies' - 2018"
690,Yevette,Elliott,5,2420.9572,"Electra Townie Original 7D EQ - Women's - 2016,Surly Troll Frameset - 2017,Trek Madone 9.2 - 2017,Sun Bicycles Lil Bolt Type-R - 2017,Sun Bicycles Brickell Tandem 7 - 2017"
691,Ladawn,Downs,4,1016.9159999999999,"Trek Fuel EX 8 29 - 2016,Pure Cycles Western 3-Speed - Women's - 2015/2016,Pure Cycles William 3-Speed - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016"
692,Dorothea,Chang,2,6910.7654999999995,"Trek Silque SLR 8 Women's - 2017,Surly Straggler - 2018"
693,Merlin,Foreman,1,375.992,Surly Ice Cream Truck Frameset - 2016
694,Lanie,Dunn,4,882.825975,"Pure Cycles William 3-Speed - 2016,Trek Session DH 27.5 Carbon Frameset - 2017,Surly Steamroller - 2017,Electra Glam Punk 3i Ladies' - 2017"
695,Christoper,Gould,1,1006.981,Electra Moto 1 - 2016
696,Norine,Huffman,2,3120.2769999999996,"Trek Conduit+ - 2016,Surly Straggler - 2016"
697,Alane,Mccarty,2,364.4865,"Electra Cruiser 1 (24-Inch) - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016"
698,Charleen,Joyner,3,528.3853333333333,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Sun Bicycles Biscayne Tandem CB - 2017,Electra Girl's Hawaii 1 16"" - 2017"
699,Zella,Fernandez,2,711.4815,"Electra Townie Original 21D - 2016,Trek Precaliber 16 Girls - 2017"
700,Collene,Knox,2,6270.881699999999,"Trek Silque SLR 8 Women's - 2017,Sun Bicycles Revolutions 24 - 2017"
701,Alysia,Nicholson,3,1708.9843666666666,"Trek Domane S 6 - 2017,Electra Amsterdam Fashion 7i Ladies' - 2017,Electra Girl's Hawaii 1 16"" - 2017"
702,Sharie,Whitaker,5,1352.42798,"Trek Remedy 29 Carbon Frameset - 2016,Electra Townie Original 7D EQ - 2016,Trek Fuel EX 5 27.5 Plus - 2017,Haro SR 1.1 - 2017,Trek Precaliber 16 Girls - 2017"
703,Diana,Cobb,1,398.96999999999997,Pure Cycles Vine 8-Speed - 2016
704,Morton,Barron,2,494.24085,"Electra Townie Original 21D - 2016,Electra Moto 1 - 2016"
705,Camille,Harvey,3,1154.515,"Surly Wednesday Frameset - 2016,Surly Ice Cream Truck Frameset - 2016,Surly Straggler - 2016"
706,Lolita,O'neill,4,613.2370000000001,"Surly Ice Cream Truck Frameset - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Trek X-Caliber 8 - 2017,Trek Precaliber 24 (21-Speed) - Girls - 2017"
707,Terese,Briggs,2,779.98625,"Electra Townie Original 7D EQ - 2016,Electra Townie Original 21D - 2016"
708,Majorie,Glover,1,1899.981,Surly Ice Cream Truck Frameset - 2017
709,Vinnie,Chan,2,1679.98585,"Trek Conduit+ - 2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016"
710,Ezra,Silva,2,882.56535,"Surly Wednesday Frameset - 2016,Pure Cycles William 3-Speed - 2016"
711,Jovita,Bishop,5,887.32068,"Surly Wednesday Frameset - 2016,Trek Remedy 29 Carbon Frameset - 2016,Pure Cycles Western 3-Speed - Women's - 2015/2016,Electra Townie Original 21D - 2016,Electra Townie Original 7D EQ - 2016"
712,Kecia,Olsen,2,1532.99125,"Trek Conduit+ - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016"
713,Ilona,Spears,5,1742.56932,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Trek Farley Alloy Frameset - 2017,Trek Domane SL Disc Frameset - 2017,Trek Domane SLR 6 Disc - 2017,Sun Bicycles Cruz 7 - 2017"
714,Senaida,Thompson,1,256.4905,Electra Girl's Hawaii 1 (16-inch) - 2015/2016
715,Larae,Carney,5,2037.58902,"Haro SR 1.3 - 2017,Trek Remedy 9.8 - 2017,Sun Bicycles Atlas X-Type - 2017,Sun Bicycles Biscayne Tandem 7 - 2017,Sun Bicycles Streamway 3 - 2017"
716,Sebrina,Hart,3,1197.09,"Surly Straggler - 2016,Pure Cycles Vine 8-Speed - 2016,Pure Cycles Western 3-Speed - Women's - 2015/2016"
717,Kristofer,Craig,3,2219.9875666666667,"Trek Remedy 29 Carbon Frameset - 2016,Trek Conduit+ - 2016,Electra Townie Original 7D - 2015/2016"
718,Luciana,Mcgee,1,167.99200000000002,Haro Shredder 20 - 2017
719,Nicki,Fry,1,1006.981,Electra Moto 1 - 2016
720,Devin,Shaffer,2,694.886,"Surly Ice Cream Truck Frameset - 2016,Sun Bicycles Streamway 3 - 2017"
721,Erlinda,Osborne,1,479.992,Electra Townie Original 7D EQ - 2016
722,Camila,Carroll,5,658.4009199999999,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Sun Bicycles Revolutions 24 - 2017,Electra Amsterdam Original 3i - 2015/2017,Sun Bicycles Cruz 3 - Women's - 2017,Sun Bicycles Drifter 7 - Women's - 2017"
723,Vicki,Wiggins,5,1214.80964,"Trek Slash 8 27.5 - 2016,Electra Townie Original 7D EQ - Women's - 2016,Haro SR 1.2 - 2017,Electra Townie 7D (20-inch) - Boys' - 2017,Electra Townie Original 7D - 2017"
724,Lois,Steele,3,2050.884433333333,"Trek Fuel EX 8 29 - 2016,Electra Cruiser 1 (24-Inch) - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016"
725,Carola,Mcpherson,1,396.1405,Sun Bicycles Cruz 7 - 2017
726,Rochell,Cantrell,5,1435.2429799999998,"Trek Conduit+ - 2016,Surly Straggler 650b - 2016,Pure Cycles Western 3-Speed - Women's - 2015/2016,Electra Townie Original 7D EQ - Women's - 2016,Electra Cruiser 1 (24-Inch) - 2016"
727,Kasha,Sullivan,5,1571.0480999999997,"Trek Fuel EX 8 29 - 2016,Heller Shagamaw Frame - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Pure Cycles Western 3-Speed - Women's - 2015/2016,Electra Cruiser 1 (24-Inch) - 2016"
728,Viva,Dawson,5,1583.76892,"Ritchey Timberwolf Frameset - 2016,Trek Remedy 29 Carbon Frameset - 2016,Surly Straggler - 2016,Electra Townie Original 21D - 2016,Electra Townie Original 7D - 2015/2016"
729,Hue,Dalton,1,799.9920000000001,Surly Wednesday Frameset - 2016
730,Andria,Rivers,5,865.4050800000001,"Surly Ice Cream Truck Frameset - 2016,Electra Townie Original 7D EQ - 2016,Sun Bicycles Spider 3i - 2017,Sun Bicycles Biscayne Tandem CB - 2017,Sun Bicycles Lil Kitt'n - 2017"
731,Hilary,Savage,1,1652.981,Haro SR 1.2 - 2017
732,Lavona,Austin,4,2243.78925,"Trek Slash 8 27.5 - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Pure Cycles Western 3-Speed - Women's - 2015/2016,Electra Townie Original 7D - 2015/2016"
733,Doreatha,Ford,1,959.984,Electra Townie Original 7D EQ - 2016
734,Alina,Mcleod,4,3321.8815499999996,"Electra Townie Original 7D - 2015/2016,Trek Farley Alloy Frameset - 2017,Trek Silque SLR 7 Women's - 2017,Trek Precaliber 12 Boys - 2017"
735,Aide,Franco,3,868.4274666666666,"Haro SR 1.2 - 2017,Electra Townie 3i EQ (20-inch) - Boys' - 2017,Sun Bicycles Streamway 7 - 2017"
736,Genny,Hensley,3,1502.5378,"Surly Straggler 650b - 2016,Electra Townie Original 7D - 2015/2016,Electra Townie Original 7D - 2017"
737,Melita,Dominguez,4,687.1866,"Electra Townie Original 21D - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra Moto 1 - 2016,Electra Townie Original 7D EQ - 2016"
738,Fannie,Jenkins,4,2383.088225,"Trek Stache 5 - 2017,Surly Pack Rat - 2018,Electra Townie Commute Go! - 2018,Electra Townie Commute 27D Ladies - 2018"
739,Bobbi,Banks,2,2373.3162,"Trek Remedy 29 Carbon Frameset - 2016,Surly Straggler 650b - 2016"
740,Gwenn,Melton,4,411.12912499999993,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Pure Cycles William 3-Speed - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra Townie Original 7D EQ - 2016"
741,Laci,Castro,1,1349.982,Ritchey Timberwolf Frameset - 2016
742,Evelina,Manning,3,1539.252666666667,"Heller Shagamaw Frame - 2016,Trek Remedy 29 Carbon Frameset - 2016,Electra Townie Original 7D - 2015/2016"
743,Tania,Swanson,2,477.49125000000004,"Electra Townie Original 7D EQ - Women's - 2016,Electra Townie Original 7D - 2015/2016"
744,Laurel,Schultz,4,1480.988775,"Trek X-Caliber 8 - 2017,Sun Bicycles ElectroLite - 2017,Trek Stache 5 - 2018,Electra Townie Balloon 3i EQ Ladies' - 2018"
745,Carolyne,Conley,2,846.2860499999999,"Electra Townie Original 7D EQ - 2016,Sun Bicycles Biscayne Tandem 7 - 2017"
746,Eldridge,Greer,1,386.1,Pure Cycles Vine 8-Speed - 2016
747,Margret,Barnett,3,3943.7786333333333,"Sun Bicycles Spider 3i - 2017,Trek Domane SLR 6 Disc - 2017,Sun Bicycles ElectroLite - 2017"
748,Oliva,Blackwell,4,1595.736375,"Haro SR 1.2 - 2017,Trek Domane S 5 Disc - 2017,Electra Amsterdam Fashion 7i Ladies' - 2017,Electra Savannah 3i (20-inch) - Girl's - 2017"
749,Oralia,Farley,3,1964.5183333333332,"Trek Domane S 6 - 2017,Haro Shredder 20 Girls - 2017,Sun Bicycles Streamway - 2017"
750,Romaine,Salazar,3,435.87416666666667,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Pure Cycles Western 3-Speed - Women's - 2015/2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016"
751,Hermila,Mckay,3,1832.7893333333332,"Trek Conduit+ - 2016,Trek Session DH 27.5 Carbon Frameset - 2017,Sun Bicycles Boardwalk (24-inch Wheels) - 2017"
752,Lloyd,Miranda,1,170.991,Trek Precaliber 12 Girls - 2017
753,Mandi,Gibbs,1,1022.9813999999999,Electra Townie Original 21D - 2016
754,Hue,May,5,1377.42714,"Surly Big Fat Dummy Frameset - 2018,Trek Lift+ - 2018,Electra Townie Original 3i EQ Ladies' - 2018,Trek Kickster - 2018,Trek Precaliber 20 6-speed Boy's - 2018"
755,Tomika,Wilder,5,1842.14368,"Ritchey Timberwolf Frameset - 2016,Trek Fuel EX 8 29 - 2016,Heller Shagamaw Frame - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra Townie Original 21D - 2016"
756,Graig,Roth,4,1079.612875,"Surly Wednesday Frameset - 2016,Surly Straggler - 2016,Electra Townie Original 21D - 2016,Pure Cycles Western 3-Speed - Women's - 2015/2016"
757,Lamar,Greer,3,837.1549000000001,"Surly Straggler 650b - 2016,Surly Troll Frameset - 2017,Electra Townie Original 7D - 2017"
758,Raymonde,Garcia,2,3084.9815,"Trek Fuel EX 8 29 - 2016,Electra Townie Original 7D - 2015/2016"
759,Cira,Downs,4,553.513425,"Ritchey Timberwolf Frameset - 2016,Electra Townie Original 21D - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016"
760,Marisa,Chambers,3,1368.3709999999999,"Trek Fuel EX 8 29 - 2016,Pure Cycles Western 3-Speed - Women's - 2015/2016,Electra Townie Original 7D - 2015/2016"
761,Rod,Hatfield,5,709.3858,"Electra Townie Original 7D - 2017,Electra Cruiser Lux 1 Ladies' - 2018,Electra Cruiser Lux 7D Ladies' - 2018,Electra Townie Original 21D EQ Ladies' - 2018,Electra Cyclosaurus 1 (16-inch) - Boy's - 2018"
762,Quyen,Houston,2,2768.9908499999997,"Surly Wednesday Frameset - 2017,Trek Domane SLR 6 Disc - 2017"
763,Han,Schneider,2,762.5813999999999,"Electra Townie Original 21D - 2016,Electra Cruiser 1 (24-Inch) - 2016"
764,Terrell,Mathis,4,790.76065,"Surly Wednesday Frameset - 2016,Heller Shagamaw Frame - 2016,Pure Cycles Western 3-Speed - Women's - 2015/2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016"
765,Spring,Hayes,3,1579.0881333333334,"Sun Bicycles Revolutions 24 - 2017,Trek Marlin 5 - 2018,Trek CrossRip+ - 2018"
766,Lecia,Hancock,1,989.9820000000001,Electra Townie Original 21D - 2016
767,Twana,Arnold,1,464.9907,Electra Townie Original 7D - 2015/2016
768,Yvone,Yates,3,2171.985,"Surly Ice Cream Truck Frameset - 2016,Trek Domane S 5 Disc - 2017,Electra Amsterdam Fashion 7i Ladies' - 2017"
769,Agatha,Melton,2,629.486,"Surly Ice Cream Truck Frameset - 2016,Electra Cruiser Lux 1 - 2017"
770,Lavonda,Stephenson,2,1104.48725,"Trek Stache 5 - 2017,Electra Straight 8 3i (20-inch) - Boy's - 2017"
771,Agnes,Sims,4,722.93855,"Electra Cruiser 1 (24-Inch) - 2016,Haro SR 1.3 - 2017,Electra Glam Punk 3i Ladies' - 2017,Sun Bicycles Cruz 3 - Women's - 2017"
772,Latricia,Lindsey,2,587.2827,"Haro Shredder 20 Girls - 2017,Electra Townie 3i EQ (20-inch) - Boys' - 2017"
773,Yolando,Wade,3,1624.6519,"Ritchey Timberwolf Frameset - 2016,Trek Fuel EX 8 29 - 2016,Surly Ice Cream Truck Frameset - 2016"
774,Nenita,Mooney,4,1451.5093749999999,"Trek Domane S 5 Disc - 2017,Sun Bicycles Cruz 3 - 2017,Trek Precaliber 12 Boys - 2017,Electra Townie 3i EQ (20-inch) - Boys' - 2017"
775,Kermit,Hyde,3,302.69200000000006,"Pure Cycles Western 3-Speed - Women's - 2015/2016,Trek Precaliber 16 Boys - 2017,Haro Shredder 20 Girls - 2017"
776,Angelique,Merrill,1,333.59200000000004,Sun Bicycles Cruz 7 - Women's - 2017
777,Ilda,Roberson,3,793.1545,"Surly Wednesday Frameset - 2016,Haro Flightline One ST - 2017,Haro Shredder Pro 20 - 2017"
778,Corrinne,Garrison,4,2120.4745,"Pure Cycles Vine 8-Speed - 2016,Trek Boone 7 - 2017,Electra Townie Original 7D - 2017,Sun Bicycles Brickell Tandem 7 - 2017"
779,Major,Merrill,3,1685.0376666666668,"Surly Wednesday Frameset - 2016,Trek Remedy 29 Carbon Frameset - 2016,Pure Cycles Western 3-Speed - Women's - 2015/2016"
780,Ouida,Gregory,3,3771.3576666666663,"Trek Fuel EX 8 29 - 2016,Trek Slash 8 27.5 - 2016,Surly Straggler - 2016"
781,Tajuana,Riddle,2,2102.9908499999997,"Trek Slash 8 27.5 - 2016,Haro SR 1.1 - 2017"
782,Ricki,Bullock,3,2394.4409,"Trek X-Caliber 8 - 2017,Trek Fuel EX 9.8 27.5 Plus - 2017,Sun Bicycles Streamway 3 - 2017"
783,Celestine,Kent,5,2199.6059,"Trek Slash 8 27.5 - 2016,Trek Conduit+ - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Sun Bicycles Revolutions 24 - Girl's - 2017,Electra Glam Punk 3i Ladies' - 2017"
784,Debbra,Jacobson,2,597.14085,"Sun Bicycles Brickell Tandem 7 - 2017,Sun Bicycles Streamway 3 - 2017"
785,Kandis,Mills,1,929.9814,Electra Townie Original 7D - 2015/2016
786,Wallace,Lane,1,539.991,Electra Townie Original 7D EQ - 2016
787,Malisa,Mitchell,5,1515.06908,"Trek Emonda S 4 - 2017,Trek Madone 9.2 - 2017,Haro Downtown 16 - 2017,Haro Shredder Pro 20 - 2017,Electra Straight 8 3i (20-inch) - Boy's - 2017"
788,Lilliam,Nolan,1,242.991,Electra Cruiser 1 (24-Inch) - 2016
789,Tad,Gardner,3,731.8582333333334,"Pure Cycles Vine 8-Speed - 2016,Sun Bicycles ElectroLite - 2017,Sun Bicycles Revolutions 24 - Girl's - 2017"
790,Petronila,Gallegos,4,679.8691000000001,"Electra Townie Original 21D - 2016,Trek X-Caliber 8 - 2017,Electra Amsterdam Original 3i - 2015/2017,Sun Bicycles Streamway - 2017"
791,Yun,Nelson,2,594.99125,"Surly Wednesday Frameset - 2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016"
792,Edgar,Horn,1,847.984,Electra Moto 1 - 2016
793,Chantay,Maynard,5,1465.4080200000003,"Surly Straggler - 2016,Electra Moto 1 - 2016,Sun Bicycles ElectroLite - 2017,Sun Bicycles Biscayne Tandem 7 - 2017,Electra Girl's Hawaii 1 16"" - 2017"
794,Donette,Mccarthy,3,3091.655133333333,"Electra Townie Original 7D - 2015/2016,Trek Fuel EX 9.8 29 - 2017,Trek Domane S 5 Disc - 2017"
795,Mariam,Miranda,4,607.79125,"Surly Straggler - 2016,Electra Cruiser 1 (24-Inch) - 2016,Electra Moto 1 - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016"
796,Rosalie,Coffey,3,642.1936666666666,"Electra Moto 1 - 2016,Pure Cycles Western 3-Speed - Women's - 2015/2016,Electra Townie Original 7D EQ - 2016"
797,Cathey,Lamb,3,661.3576666666667,"Pure Cycles Western 3-Speed - Women's - 2015/2016,Electra Townie Original 21D - 2016,Electra Townie Original 7D EQ - 2016"
798,Alyse,Jacobson,5,2212.48342,"Heller Shagamaw Frame - 2016,Trek Conduit+ - 2016,Trek Fuel EX 5 27.5 Plus - 2017,Sun Bicycles Atlas X-Type - 2017,Trek Precaliber 12 Boys - 2017"
799,India,Barron,4,718.4850000000001,"Surly Ice Cream Truck Frameset - 2016,Electra Cruiser 1 (24-Inch) - 2016,Sun Bicycles Brickell Tandem 7 - 2017,Electra Townie 7D (20-inch) - Boys' - 2017"
800,Cris,Dunn,3,2725.6846999999993,"Trek Slash 8 27.5 - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016"
801,Ophelia,Rodgers,4,1011.2121750000002,"Ritchey Timberwolf Frameset - 2016,Heller Shagamaw Frame - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra Cruiser 1 (24-Inch) - 2016"
802,Barrett,Sanders,3,3128.367333333333,"Trek Slash 8 27.5 - 2016,Pure Cycles William 3-Speed - 2016,Electra Townie Original 7D - 2015/2016"
803,Bernardina,Cooper,3,4289.319333333334,"Trek Remedy 9.8 - 2017,Trek Domane SL 6 - 2017,Haro Downtown 16 - 2017"
804,Douglas,Richards,1,417.9905,Electra Cruiser Lux 1 - 2017
805,Phillis,Fowler,1,335.98400000000004,Haro Shredder 20 - 2017
806,Reyes,Merritt,3,1345.9882333333333,"Trek Conduit+ - 2016,Electra Townie Original 7D EQ - 2016,Electra Townie Original 7D EQ - 2016"
807,Nathalie,Knowles,2,2115.5609999999997,"Surly Straggler - 2016,Sun Bicycles Brickell Tandem 7 - 2017"
808,Vallie,Dixon,3,2694.654233333333,"Surly Wednesday Frameset - 2016,Trek Fuel EX 8 29 - 2016,Trek Remedy 29 Carbon Frameset - 2016"
809,Elnora,Simpson,5,3083.2313,"Trek Slash 8 27.5 - 2016,Trek Domane SL Disc Frameset - 2017,Electra Cruiser Lux Fat Tire 1 Ladies - 2017,Trek Precaliber 24 (21-Speed) - Girls - 2017,Sun Bicycles Streamway 7 - 2017"
810,Ivelisse,Nixon,4,2737.89035,"Surly Karate Monkey 27.5+ Frameset - 2017,Trek Madone 9.2 - 2017,Sun Bicycles Cruz 7 - 2017,Sun Bicycles Lil Kitt'n - 2017"
811,Shanti,Johnston,2,931.983,"Electra Townie Original 7D - 2017,Electra Cruiser Lux Fat Tire 1 Ladies - 2017"
812,Martha,Burgess,1,1227.5814,Electra Amsterdam Original 3i - 2015/2017
813,Neville,Mcclain,5,675.3190200000001,"Heller Shagamaw Frame - 2016,Pure Cycles Western 3-Speed - Women's - 2015/2016,Electra Townie Original 7D EQ - Women's - 2016,Electra Cruiser 1 (24-Inch) - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016"
814,Ghislaine,Compton,4,438.5116,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra Townie Original 7D EQ - 2016,Electra Cruiser 1 (24-Inch) - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016"
815,Leanna,Manning,5,2124.0089799999996,"Surly Wednesday Frameset - 2016,Trek Fuel EX 8 29 - 2016,Surly Ice Cream Truck Frameset - 2016,Surly Straggler - 2016,Electra Townie Original 21D - 2016"
816,Marshall,Johnson,2,834.99125,"Trek Farley Carbon Frameset - 2018,Electra Townie Balloon 7i EQ - 2018"
817,Zelda,Pratt,3,750.9716666666667,"Electra Townie Original 21D - 2016,Electra Townie Original 7D EQ - 2016,Pure Cycles Vine 8-Speed - 2016"
818,Joel,Wynn,2,1209.8817,"Electra Cruiser Lux 1 - 2016/2018,Electra Townie Balloon 7i EQ Ladies' - 2017/2018"
819,Yahaira,Robertson,4,1196.0396750000002,"Trek Remedy 29 Carbon Frameset - 2016,Pure Cycles Western 3-Speed - Women's - 2015/2016,Electra Cruiser 1 (24-Inch) - 2016,Electra Townie Original 7D - 2015/2016"
820,Sandy,Mills,3,1076.6508333333334,"Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018,Electra Cruiser Lux Fat Tire 7D - 2018,Electra Daydreamer 3i Ladies' - 2018"
821,Cassidy,Clark,2,316.81225,"Sun Bicycles Lil Bolt Type-R - 2017,Trek Precaliber 12 Boys - 2017"
822,Kristy,Watkins,1,1396.4904999999999,Trek Ticket S Frame - 2018
823,Tina,Bush,2,1732.0112,"Heller Shagamaw Frame - 2016,Electra Moto 1 - 2016"
824,Veronika,Rollins,2,5066.1812,"Trek Madone 9.2 - 2017,Electra Townie 7D (20-inch) - Boys' - 2017"
825,Kristel,Byrd,2,967.4817,"Ritchey Timberwolf Frameset - 2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016"
826,Shay,Stephenson,3,1223.9017999999999,"Surly Straggler - 2016,Haro Shredder 20 - 2017,Haro Shredder Pro 20 - 2017"
827,George,Pickett,1,375.992,Surly Ice Cream Truck Frameset - 2016
828,Renato,Morton,4,679.1912500000001,"Surly Straggler 650b - 2016,Electra Townie Original 21D - 2016,Sun Bicycles Atlas X-Type - 2017,Sun Bicycles Cruz 7 - 2017"
829,Marcy,Rodriguez,1,845.9820000000001,Trek Farley Alloy Frameset - 2017
830,Edmund,Gaines,1,989.9820000000001,Electra Townie Original 21D - 2016
831,Lory,Berg,2,2084.9908499999997,"Trek Slash 8 27.5 - 2016,Electra Townie Original 7D - 2015/2016"
832,Pamala,Fowler,3,1048.8214999999998,"Trek Domane S 6 - 2017,Sun Bicycles Lil Kitt'n - 2017,Electra Townie Original 7D - 2017"
833,Leone,Emerson,5,1155.9635,"Surly Straggler 650b - 2016,Electra Townie Original 21D - 2016,Electra Cruiser 1 (24-Inch) - 2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Electra Townie Original 7D EQ - 2016"
834,Brain,Skinner,4,423.51392500000003,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra Moto 1 - 2016,Electra Townie Original 7D EQ - Women's - 2016,Electra Cruiser 1 (24-Inch) - 2016"
835,Roseanne,Maynard,3,495.15450000000004,"Electra Moto 1 - 2016,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra Townie Original 21D - 2016"
836,Corinna,Adams,4,2290.4865,"Trek Emonda S 4 - 2017,Trek Domane SL Disc Frameset - 2017,Sun Bicycles Cruz 3 - 2017,Haro Downtown 16 - 2017"
837,Kellye,Campbell,5,1365.9062,"Surly Karate Monkey 27.5+ Frameset - 2017,Trek Precaliber 24 (21-Speed) - Girls - 2017,Electra Moto 3i (20-inch) - Boy's - 2017,Electra Straight 8 3i (20-inch) - Boy's - 2017,Sun Bicycles Streamway - 2017"
838,Erna,Sloan,3,3283.0246666666667,"Surly ECR 27.5 - 2018,Trek XM700+ - 2018,Trek Verve+ Lowstep - 2018"
839,Carolann,Russell,4,1130.470975,"Pure Cycles Vine 8-Speed - 2016,Surly Wednesday - 2017,Electra Townie Original 3i EQ - 2017/2018,Strider Sport 16 - 2018"
840,Gilbert,Calhoun,3,5032.635333333334,"Pure Cycles Vine 8-Speed - 2016,Trek Fuel EX 9.8 29 - 2017,Trek Boone 7 - 2017"
841,Manie,Maxwell,2,773.192,"Surly Wednesday - 2017,Electra Girl's Hawaii 1 16"" - 2017"
842,Giselle,Robles,2,346.04085,"Trek Precaliber 16 Girls - 2017,Sun Bicycles Streamway 3 - 2017"
843,Tessie,Farmer,3,450.5741333333333,"Surly Ice Cream Truck Frameset - 2016,Pure Cycles William 3-Speed - 2016,Electra Cruiser 1 (24-Inch) - 2016"
844,Felica,Munoz,5,2037.3256999999999,"Trek Slash 8 27.5 - 2016,Surly Wednesday Frameset - 2017,Trek Domane S 6 - 2017,Sun Bicycles Lil Bolt Type-R - 2017,Sun Bicycles Cruz 3 - 2017"
845,Kathyrn,Bush,3,670.4875333333333,"Electra Townie Original 7D EQ - 2016,Electra Townie Original 21D - 2016,Sun Bicycles Cruz 3 - Women's - 2017"
846,Sylvester,Chan,2,364.48650000000004,"Electra Girl's Hawaii 1 16"" - 2017,Trek Precaliber 16 Girls - 2017"
847,Lizette,Ellison,1,836.9814,Sun Bicycles Cruz 3 - 2017
848,Ernestina,Skinner,3,1663.988833333333,"Surly Ice Cream Truck Frameset - 2016,Trek Slash 8 27.5 - 2016,Electra Townie Original 21D - 2016"
849,Phyllis,Hill,3,344.7609,"Electra Cruiser 1 (24-Inch) - 2016,Pure Cycles Vine 8-Speed - 2016,Electra Townie Original 21D - 2016"
850,Stephanie,Browning,1,104.4905,Sun Bicycles Lil Kitt'n - 2017
851,Arlena,Buckner,2,496.4825,"Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Electra Girl's Hawaii 1 (20-inch) - 2015/2016"
852,Lezlie,Thompson,1,989.9820000000001,Electra Townie Original 21D - 2016
