customer_name,product_name,quantity,store_name
Lurlene Finch,Trek Precaliber 12 Girls - 2017,1,Baldwin Bikes
Louanne Martin,Electra Townie 7D (20-inch) - Boys' - 2017,1,Santa Cruz Bikes
Domingo Casey,Haro SR 1.3 - 2017,1,Santa Cruz Bikes
Felica Munoz,Trek Slash 8 27.5 - 2016,1,Baldwin Bikes
Felica Munoz,Surly Wednesday Frameset - 2017,1,Baldwin Bikes
Felica Munoz,Trek Domane S 6 - 2017,2,Baldwin Bikes
Felica Munoz,Sun Bicycles Lil Bolt Type-R - 2017,2,Baldwin Bikes
Felica Munoz,Sun Bicycles Cruz 3 - 2017,2,Baldwin Bikes
Miranda Kennedy,Trek Boone Race Shop Limited - 2017,1,Baldwin Bikes
Kandace Giles,Surly Ice Cream Truck Frameset - 2017,2,Baldwin Bikes
Kandace Giles,Haro Flightline Two 26 Plus - 2017,1,Baldwin Bikes
Kandace Giles,Sun Bicycles Cruz 3 - 2017,1,Baldwin Bikes
Kandace Giles,Sun Bicycles Cruz 7 - 2017,2,Baldwin Bikes
Virgen Clemons,Surly Ogre Frameset - 2017,1,Santa Cruz Bikes
Virgen Clemons,Trek Boone 7 - 2017,2,Santa Cruz Bikes
Marcy Rodriguez,Trek Farley Alloy Frameset - 2017,2,Baldwin Bikes
Trena Hudson,Surly Big Dummy Frameset - 2017,2,Baldwin Bikes
Trena Hudson,Trek Domane SLR 6 Disc - 2017,1,Baldwin Bikes
Trena Hudson,Sun Bicycles Brickell Tandem 7 - 2017,1,Baldwin Bikes
Trena Hudson,Electra Glam Punk 3i Ladies' - 2017,2,Baldwin Bikes
Nelle Beck,Heller Shagamaw Frame - 2016,2,Santa Cruz Bikes
Nelle Beck,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,Santa Cruz Bikes
Nelle Beck,Electra Moto 1 - 2016,2,Santa Cruz Bikes
Nelle Beck,Sun Bicycles Drifter 7 - Women's - 2017,1,Santa Cruz Bikes
Dane Mcdaniel,Pure Cycles Vine 8-Speed - 2016,2,Baldwin Bikes
Dane Mcdaniel,Sun Bicycles Revolutions 24 - 2017,2,Baldwin Bikes
Dane Mcdaniel,Electra Moto 3i (20-inch) - Boy's - 2017,1,Baldwin Bikes
Dane Mcdaniel,Sun Bicycles Cruz 7 - 2017,2,Baldwin Bikes
Debbra Jacobson,Sun Bicycles Brickell Tandem 7 - 2017,1,Baldwin Bikes
Debbra Jacobson,Sun Bicycles Streamway 3 - 2017,1,Baldwin Bikes
Moses Pope,Surly Ice Cream Truck Frameset - 2016,2,Santa Cruz Bikes
Moses Pope,Electra Cruiser 1 (24-Inch) - 2016,1,Santa Cruz Bikes
Moses Pope,Pure Cycles Western 3-Speed - Women's - 2015/2016,2,Santa Cruz Bikes
Moses Pope,Sun Bicycles Streamway 3 - 2017,1,Santa Cruz Bikes
Ross Pugh,Ritchey Timberwolf Frameset - 2016,2,Baldwin Bikes
Ross Pugh,Electra Amsterdam Original 3i Ladies' - 2017,1,Baldwin Bikes
Ross Pugh,Trek Boy's Kickster - 2015/2017,2,Baldwin Bikes
Ross Pugh,Electra Townie 3i EQ (20-inch) - Boys' - 2017,2,Baldwin Bikes
Mercy Brown,Heller Shagamaw Frame - 2016,1,Baldwin Bikes
Mercy Brown,Electra Townie Original 7D EQ - 2016,1,Baldwin Bikes
Mercy Brown,Surly Karate Monkey 27.5+ Frameset - 2017,2,Baldwin Bikes
Mercy Brown,Sun Bicycles Revolutions 24 - 2017,1,Baldwin Bikes
Mercy Brown,"Electra Girl's Hawaii 1 16"" - 2017",1,Baldwin Bikes
Coleman Boyd,Trek Silque SLR 7 Women's - 2017,1,Rowlett Bikes
Coleman Boyd,Electra Townie Original 7D - 2017,2,Rowlett Bikes
Coleman Boyd,Sun Bicycles Revolutions 24 - Girl's - 2017,1,Rowlett Bikes
Coleman Boyd,Electra Straight 8 3i (20-inch) - Boy's - 2017,1,Rowlett Bikes
Edythe Valencia,Trek Emonda S 5 - 2017,2,Baldwin Bikes
Edythe Valencia,Trek Boone Race Shop Limited - 2017,2,Baldwin Bikes
Edythe Valencia,Sun Bicycles Cruz 3 - Women's - 2017,2,Baldwin Bikes
Sheree Pena,Heller Shagamaw Frame - 2016,2,Baldwin Bikes
Sheree Pena,Haro SR 1.1 - 2017,1,Baldwin Bikes
Erlinda Humphrey,Surly Straggler - 2016,1,Baldwin Bikes
Erlinda Humphrey,Electra Cruiser 1 (24-Inch) - 2016,2,Baldwin Bikes
Erlinda Humphrey,Haro SR 1.3 - 2017,2,Baldwin Bikes
Erlinda Humphrey,Trek Domane SL 6 - 2017,2,Baldwin Bikes
Erlinda Humphrey,Sun Bicycles Cruz 7 - 2017,2,Baldwin Bikes
Lorrie Becker,Trek Fuel EX 9.8 27.5 Plus - 2017,1,Rowlett Bikes
Lorrie Becker,Sun Bicycles Cruz 3 - 2017,1,Rowlett Bikes
Delma Bailey,Surly Ice Cream Truck Frameset - 2017,1,Santa Cruz Bikes
Delma Bailey,Trek Remedy 9.8 - 2017,1,Santa Cruz Bikes
Chantell Bridges,Trek Silque SLR 7 Women's - 2017,2,Baldwin Bikes
Chantell Bridges,Electra Amsterdam Original 3i - 2015/2017,1,Baldwin Bikes
Garry Juarez,Electra Townie Original 7D EQ - 2016,2,Baldwin Bikes
Garry Juarez,Surly Wednesday Frameset - 2017,2,Baldwin Bikes
Edmund Gaines,Electra Townie Original 21D - 2016,2,Rowlett Bikes
Miriam Baker,Electra Townie Original 7D EQ - 2016,2,Baldwin Bikes
Miriam Baker,Surly Steamroller - 2017,1,Baldwin Bikes
Miriam Baker,Sun Bicycles Lil Bolt Type-R - 2017,2,Baldwin Bikes
Miriam Baker,Sun Bicycles Revolutions 24 - Girl's - 2017,1,Baldwin Bikes
Miriam Baker,Sun Bicycles Streamway 7 - 2017,2,Baldwin Bikes
Aimee Merritt,Trek Farley Alloy Frameset - 2017,1,Baldwin Bikes
Aimee Merritt,Sun Bicycles Spider 3i - 2017,2,Baldwin Bikes
Aimee Merritt,Trek Silque SLR 7 Women's - 2017,1,Baldwin Bikes
Aimee Merritt,Sun Bicycles Cruz 7 - 2017,2,Baldwin Bikes
Laure Pena,Trek Conduit+ - 2016,2,Baldwin Bikes
Laure Pena,Surly Troll Frameset - 2017,1,Baldwin Bikes
Laure Pena,Trek Silque SLR 7 Women's - 2017,2,Baldwin Bikes
Laure Pena,Trek Precaliber 12 Girls - 2017,1,Baldwin Bikes
Sally Kinney,Haro SR 1.2 - 2017,1,Baldwin Bikes
Sally Kinney,Sun Bicycles Revolutions 24 - Girl's - 2017,2,Baldwin Bikes
Obdulia Barber,Electra Townie 7D (20-inch) - Boys' - 2017,2,Baldwin Bikes
Inga Koch,Sun Bicycles Cruz 3 - 2017,1,Baldwin Bikes
Elanor Patrick,Surly Straggler - 2016,1,Rowlett Bikes
Elanor Patrick,Trek Precaliber 24 (21-Speed) - Girls - 2017,2,Rowlett Bikes
Bridgette Guerra,Electra Moto 3i (20-inch) - Boy's - 2017,1,Santa Cruz Bikes
Bridgette Guerra,Sun Bicycles Streamway 7 - 2017,1,Santa Cruz Bikes
Josef Greer,Electra Townie Original 7D EQ - 2016,1,Baldwin Bikes
Josef Greer,Haro SR 1.2 - 2017,2,Baldwin Bikes
Josef Greer,Trek Emonda S 5 - 2017,2,Baldwin Bikes
Josef Greer,Sun Bicycles Cruz 7 - 2017,2,Baldwin Bikes
Renita Henry,Surly Ice Cream Truck Frameset - 2016,1,Baldwin Bikes
Renita Henry,Pure Cycles Vine 8-Speed - 2016,1,Baldwin Bikes
Renita Henry,Trek Domane S 5 Disc - 2017,2,Baldwin Bikes
Samual Warner,Electra Townie Original 7D EQ - 2016,2,Baldwin Bikes
Samual Warner,Surly Karate Monkey 27.5+ Frameset - 2017,2,Baldwin Bikes
Samual Warner,Trek Powerfly 8 FS Plus - 2017,2,Baldwin Bikes
Samual Warner,Trek Precaliber 16 Boys - 2017,1,Baldwin Bikes
Samual Warner,Sun Bicycles Cruz 3 - Women's - 2017,1,Baldwin Bikes
Mi Gray,Trek Fuel EX 9.8 27.5 Plus - 2017,1,Baldwin Bikes
Mi Gray,Trek Silque SLR 7 Women's - 2017,1,Baldwin Bikes
Loan Graham,Electra Townie Original 21D - 2016,1,Baldwin Bikes
Loan Graham,Haro Flightline Two 26 Plus - 2017,2,Baldwin Bikes
Loan Graham,"Electra Girl's Hawaii 1 16"" - 2017",2,Baldwin Bikes
Loan Graham,Haro Shredder 20 - 2017,1,Baldwin Bikes
Deane Sears,Surly Wednesday - 2017,2,Baldwin Bikes
Deane Sears,Trek Emonda S 4 - 2017,2,Baldwin Bikes
Lorraine Marks,Electra Cruiser 1 (24-Inch) - 2016,1,Santa Cruz Bikes
Lorraine Marks,Surly Troll Frameset - 2017,2,Santa Cruz Bikes
Lorraine Marks,Trek Silque SLR 8 Women's - 2017,2,Santa Cruz Bikes
Lorraine Marks,Haro Shredder 20 - 2017,2,Santa Cruz Bikes
Eliana Reese,Electra Townie Original 7D EQ - Women's - 2016,1,Baldwin Bikes
Eliana Reese,Trek Fuel EX 5 27.5 Plus - 2017,2,Baldwin Bikes
Eliana Reese,Trek Boone 7 - 2017,2,Baldwin Bikes
Eliana Reese,Sun Bicycles Revolutions 24 - Girl's - 2017,1,Baldwin Bikes
Janine Manning,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,Baldwin Bikes
Janine Manning,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2,Baldwin Bikes
Janine Manning,Surly Karate Monkey 27.5+ Frameset - 2017,2,Baldwin Bikes
Janine Manning,Haro SR 1.3 - 2017,1,Baldwin Bikes
Janine Manning,Electra Townie Original 7D - 2017,2,Baldwin Bikes
Luz House,Sun Bicycles Lil Bolt Type-R - 2017,1,Santa Cruz Bikes
Luz House,Sun Bicycles Lil Kitt'n - 2017,2,Santa Cruz Bikes
Kerrie Morton,Haro Shift R3 - 2017,1,Baldwin Bikes
Kerrie Morton,Haro Shredder Pro 20 - 2017,1,Baldwin Bikes
Kerrie Morton,Electra Townie Original 7D - 2017,2,Baldwin Bikes
Sharla Flynn,Heller Shagamaw Frame - 2016,1,Santa Cruz Bikes
Cassondra Pruitt,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,Baldwin Bikes
Graig Cannon,Trek Domane SL 6 - 2017,1,Baldwin Bikes
Graig Cannon,Sun Bicycles Revolutions 24 - 2017,2,Baldwin Bikes
Graig Cannon,Trek Precaliber 24 (21-Speed) - Girls - 2017,2,Baldwin Bikes
Graig Cannon,Sun Bicycles Cruz 3 - 2017,1,Baldwin Bikes
Rudolf Gilliam,Ritchey Timberwolf Frameset - 2016,2,Santa Cruz Bikes
Rudolf Gilliam,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,Santa Cruz Bikes
Rudolf Gilliam,Sun Bicycles Atlas X-Type - 2017,2,Santa Cruz Bikes
Rudolf Gilliam,Electra Townie 7D (20-inch) - Boys' - 2017,1,Santa Cruz Bikes
Zella Fernandez,Electra Townie Original 21D - 2016,2,Baldwin Bikes
Zella Fernandez,Trek Precaliber 16 Girls - 2017,2,Baldwin Bikes
Doris Kaufman,Electra Townie Original 7D EQ - Women's - 2016,2,Santa Cruz Bikes
Doris Kaufman,Haro Flightline Two 26 Plus - 2017,1,Santa Cruz Bikes
Doris Kaufman,Haro SR 1.3 - 2017,1,Santa Cruz Bikes
Doris Kaufman,Sun Bicycles Cruz 3 - 2017,1,Santa Cruz Bikes
Judith Finley,Ritchey Timberwolf Frameset - 2016,1,Baldwin Bikes
Judith Finley,Trek Fuel EX 5 27.5 Plus - 2017,1,Baldwin Bikes
Judith Finley,Trek Emonda S 4 - 2017,1,Baldwin Bikes
Judith Finley,Electra Townie Original 7D - 2017,1,Baldwin Bikes
Luciana Mcgee,Haro Shredder 20 - 2017,1,Baldwin Bikes
Chloe Patel,Haro Shift R3 - 2017,1,Santa Cruz Bikes
Rutha Howell,Trek Fuel EX 8 29 - 2016,2,Santa Cruz Bikes
Rutha Howell,Surly Wednesday - 2017,1,Santa Cruz Bikes
Rutha Howell,Trek Precaliber 24 (21-Speed) - Girls - 2017,1,Santa Cruz Bikes
Tajuana Riddle,Trek Slash 8 27.5 - 2016,1,Baldwin Bikes
Tajuana Riddle,Haro SR 1.1 - 2017,1,Baldwin Bikes
Novella Patel,Trek Stache 5 - 2017,2,Baldwin Bikes
Novella Patel,"Electra Girl's Hawaii 1 16"" - 2017",1,Baldwin Bikes
Novella Patel,Sun Bicycles Biscayne Tandem CB - 2017,1,Baldwin Bikes
Novella Patel,Sun Bicycles Brickell Tandem CB - 2017,2,Baldwin Bikes
Ehtel Cobb,Trek Emonda S 4 - 2017,1,Baldwin Bikes
Ehtel Cobb,Electra Cruiser Lux Fat Tire 1 Ladies - 2017,2,Baldwin Bikes
Ehtel Cobb,Electra Glam Punk 3i Ladies' - 2017,1,Baldwin Bikes
Romana Barnes,Sun Bicycles Cruz 3 - 2017,1,Baldwin Bikes
Romana Barnes,Sun Bicycles Brickell Tandem 7 - 2017,1,Baldwin Bikes
Romana Barnes,Trek Girl's Kickster - 2017,1,Baldwin Bikes
Agatha Melton,Surly Ice Cream Truck Frameset - 2016,1,Baldwin Bikes
Agatha Melton,Electra Cruiser Lux 1 - 2017,2,Baldwin Bikes
Jayne Kirkland,Surly Troll Frameset - 2017,1,Rowlett Bikes
Jayne Kirkland,Electra Savannah 3i (20-inch) - Girl's - 2017,2,Rowlett Bikes
Conrad Mueller,Trek Boone 7 - 2017,2,Baldwin Bikes
Conrad Mueller,Electra Savannah 3i (20-inch) - Girl's - 2017,1,Baldwin Bikes
Mariana Strong,Haro Flightline One ST - 2017,2,Santa Cruz Bikes
Lee Dunn,Surly Wednesday Frameset - 2016,1,Santa Cruz Bikes
Lee Dunn,Electra Townie Original 7D EQ - 2016,2,Santa Cruz Bikes
Lee Dunn,Trek Fuel EX 9.8 27.5 Plus - 2017,1,Santa Cruz Bikes
Lee Dunn,Trek Silque SLR 7 Women's - 2017,1,Santa Cruz Bikes
Lee Dunn,Electra Cruiser Lux 1 - 2017,2,Santa Cruz Bikes
Stephen Vega,Sun Bicycles Atlas X-Type - 2017,2,Santa Cruz Bikes
Stephen Vega,Trek Boy's Kickster - 2015/2017,1,Santa Cruz Bikes
Myron Ruiz,Electra Townie Original 21D - 2016,1,Baldwin Bikes
Myron Ruiz,Trek Boone Race Shop Limited - 2017,2,Baldwin Bikes
Myron Ruiz,Electra Amsterdam Original 3i Ladies' - 2017,1,Baldwin Bikes
Abram Copeland,Trek Silque SLR 8 Women's - 2017,2,Rowlett Bikes
Abram Copeland,Trek Domane SLR 6 Disc - 2017,2,Rowlett Bikes
Abram Copeland,Sun Bicycles ElectroLite - 2017,1,Rowlett Bikes
Abram Copeland,Sun Bicycles Lil Bolt Type-R - 2017,2,Rowlett Bikes
Abram Copeland,Electra Amsterdam Original 3i Ladies' - 2017,1,Rowlett Bikes
Tressa Weiss,Trek Domane SL 6 - 2017,2,Baldwin Bikes
Tressa Weiss,"Electra Girl's Hawaii 1 16"" - 2017",1,Baldwin Bikes
Douglas Richards,Electra Cruiser Lux 1 - 2017,1,Baldwin Bikes
Alita Salinas,Electra Cruiser 1 (24-Inch) - 2016,1,Baldwin Bikes
Alita Salinas,Electra Cruiser Lux Fat Tire 1 Ladies - 2017,2,Baldwin Bikes
Alita Salinas,Electra Glam Punk 3i Ladies' - 2017,1,Baldwin Bikes
Corrina Sawyer,Pure Cycles Western 3-Speed - Women's - 2015/2016,1,Baldwin Bikes
Corrina Sawyer,Sun Bicycles Spider 3i - 2017,2,Baldwin Bikes
Corrina Sawyer,Trek Emonda S 4 - 2017,1,Baldwin Bikes
Corrina Sawyer,Trek Domane SLR 6 Disc - 2017,2,Baldwin Bikes
Corrina Sawyer,Trek Powerfly 8 FS Plus - 2017,1,Baldwin Bikes
Mozelle Carter,Surly Ice Cream Truck Frameset - 2016,1,Rowlett Bikes
Mozelle Carter,Haro Flightline Two 26 Plus - 2017,1,Rowlett Bikes
Mozelle Carter,Sun Bicycles Lil Bolt Type-R - 2017,2,Rowlett Bikes
Mozelle Carter,"Electra Girl's Hawaii 1 16"" - 2017",2,Rowlett Bikes
Mellisa Farley,Haro SR 1.1 - 2017,1,Baldwin Bikes
Mellisa Farley,Electra Amsterdam Original 3i - 2015/2017,1,Baldwin Bikes
Melanie Hayes,Surly Karate Monkey 27.5+ Frameset - 2017,2,Baldwin Bikes
Melanie Hayes,Trek Silque SLR 8 Women's - 2017,2,Baldwin Bikes
Melanie Hayes,Trek Madone 9.2 - 2017,2,Baldwin Bikes
Melanie Hayes,Sun Bicycles Revolutions 24 - 2017,1,Baldwin Bikes
Melanie Hayes,Sun Bicycles Cruz 3 - Women's - 2017,2,Baldwin Bikes
Walton Dejesus,Trek Fuel EX 8 29 - 2016,1,Baldwin Bikes
Walton Dejesus,Electra Cruiser 1 (24-Inch) - 2016,1,Baldwin Bikes
Hugh Craft,Heller Shagamaw Frame - 2016,1,Baldwin Bikes
Hugh Craft,Sun Bicycles Cruz 7 - 2017,2,Baldwin Bikes
Chasidy Webster,Electra Cruiser Lux Fat Tire 1 Ladies - 2017,2,Santa Cruz Bikes
Genny Hensley,Surly Straggler 650b - 2016,2,Santa Cruz Bikes
Genny Hensley,Electra Townie Original 7D - 2015/2016,1,Santa Cruz Bikes
Genny Hensley,Electra Townie Original 7D - 2017,2,Santa Cruz Bikes
Carter Bentley,Sun Bicycles Spider 3i - 2017,2,Baldwin Bikes
Carter Bentley,Electra Straight 8 3i (20-inch) - Boy's - 2017,2,Baldwin Bikes
Carter Bentley,Electra Townie 3i EQ (20-inch) - Boys' - 2017,1,Baldwin Bikes
Carter Bentley,Sun Bicycles Streamway 3 - 2017,1,Baldwin Bikes
Carter Bentley,Sun Bicycles Drifter 7 - 2017,2,Baldwin Bikes
Daphine Willis,Electra Townie Original 7D - 2015/2016,1,Baldwin Bikes
Daphine Willis,Electra Amsterdam Original 3i Ladies' - 2017,1,Baldwin Bikes
Jone Bernard,Electra Townie Original 7D EQ - 2016,2,Santa Cruz Bikes
Jone Bernard,Trek X-Caliber 8 - 2017,2,Santa Cruz Bikes
Jone Bernard,Sun Bicycles Cruz 7 - 2017,2,Santa Cruz Bikes
Jone Bernard,Electra Amsterdam Original 3i - 2015/2017,2,Santa Cruz Bikes
Jone Bernard,Haro Downtown 16 - 2017,2,Santa Cruz Bikes
Loreta Johnston,Trek Session DH 27.5 Carbon Frameset - 2017,2,Baldwin Bikes
Loreta Johnston,Haro SR 1.1 - 2017,2,Baldwin Bikes
Loreta Johnston,Trek Silque SLR 7 Women's - 2017,2,Baldwin Bikes
Loreta Johnston,Haro Shredder Pro 20 - 2017,2,Baldwin Bikes
Loreta Johnston,Sun Bicycles Streamway 7 - 2017,1,Baldwin Bikes
Andreas Mayer,Trek Slash 8 27.5 - 2016,1,Baldwin Bikes
Andreas Mayer,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,Baldwin Bikes
Andreas Mayer,Trek Domane SLR 6 Disc - 2017,2,Baldwin Bikes
Andreas Mayer,Trek Boone 7 - 2017,1,Baldwin Bikes
Andreas Mayer,Haro Downtown 16 - 2017,2,Baldwin Bikes
Myesha Burgess,Trek Farley Alloy Frameset - 2017,1,Santa Cruz Bikes
Myesha Burgess,Trek Fuel EX 5 27.5 Plus - 2017,2,Santa Cruz Bikes
Myesha Burgess,Haro SR 1.1 - 2017,1,Santa Cruz Bikes
Skye Pope,Electra Townie Original 7D EQ - Women's - 2016,2,Baldwin Bikes
Skye Pope,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2,Baldwin Bikes
Skye Pope,Sun Bicycles Biscayne Tandem 7 - 2017,2,Baldwin Bikes
Skye Pope,Haro Shredder 20 - 2017,2,Baldwin Bikes
Skye Pope,Electra Townie 7D (20-inch) - Boys' - 2017,1,Baldwin Bikes
Rosalva Hamilton,Trek Conduit+ - 2016,2,Santa Cruz Bikes
Rosalva Hamilton,Trek Domane S 6 - 2017,2,Santa Cruz Bikes
Nicholas Vazquez,Trek Domane SLR 6 Disc - 2017,1,Baldwin Bikes
Tamela Harrell,Trek Fuel EX 9.8 27.5 Plus - 2017,2,Baldwin Bikes
Tamela Harrell,Trek Domane S 5 Disc - 2017,1,Baldwin Bikes
Tamela Harrell,Trek Boone 7 - 2017,2,Baldwin Bikes
Arvilla Weiss,Electra Townie Original 7D EQ - Women's - 2016,2,Baldwin Bikes
Arvilla Weiss,Trek Emonda S 5 - 2017,1,Baldwin Bikes
Nicki Larson,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2,Baldwin Bikes
Ashleigh Frank,Trek Fuel EX 8 29 - 2016,2,Baldwin Bikes
Phebe Turner,Surly Wednesday - 2017,2,Baldwin Bikes
Phebe Turner,Trek Fuel EX 9.8 27.5 Plus - 2017,1,Baldwin Bikes
Phebe Turner,Trek Boone Race Shop Limited - 2017,1,Baldwin Bikes
Phebe Turner,Trek Precaliber 12 Girls - 2017,1,Baldwin Bikes
Phebe Turner,Electra Moto 3i (20-inch) - Boy's - 2017,1,Baldwin Bikes
Annabelle Hebert,Electra Cruiser 1 (24-Inch) - 2016,2,Baldwin Bikes
Annabelle Hebert,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,Baldwin Bikes
Annabelle Hebert,Sun Bicycles Brickell Tandem 7 - 2017,2,Baldwin Bikes
Annabelle Hebert,"Electra Girl's Hawaii 1 16"" - 2017",2,Baldwin Bikes
Annabelle Hebert,Sun Bicycles Boardwalk (24-inch Wheels) - 2017,2,Baldwin Bikes
Camila Carroll,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,Rowlett Bikes
Camila Carroll,Sun Bicycles Revolutions 24 - 2017,1,Rowlett Bikes
Camila Carroll,Electra Amsterdam Original 3i - 2015/2017,2,Rowlett Bikes
Camila Carroll,Sun Bicycles Cruz 3 - Women's - 2017,2,Rowlett Bikes
Camila Carroll,Sun Bicycles Drifter 7 - Women's - 2017,1,Rowlett Bikes
Shona Mcmillan,Trek Silque SLR 8 Women's - 2017,1,Santa Cruz Bikes
Shona Mcmillan,"Electra Girl's Hawaii 1 16"" - 2017",1,Santa Cruz Bikes
Rita Bailey,Electra Moto 1 - 2016,1,Baldwin Bikes
Rita Bailey,Haro Shift R3 - 2017,1,Baldwin Bikes
Rita Bailey,Sun Bicycles Lil Bolt Type-R - 2017,1,Baldwin Bikes
Rita Bailey,Sun Bicycles Biscayne Tandem 7 - 2017,1,Baldwin Bikes
Genoveva Lloyd,Trek Emonda S 4 - 2017,2,Baldwin Bikes
Genoveva Lloyd,Surly Steamroller - 2017,1,Baldwin Bikes
Genoveva Lloyd,Sun Bicycles Brickell Tandem 7 - 2017,2,Baldwin Bikes
Genoveva Lloyd,Trek Boy's Kickster - 2015/2017,2,Baldwin Bikes
Lizzie Joyner,Trek Remedy 9.8 - 2017,2,Santa Cruz Bikes
Lizzie Joyner,Sun Bicycles Lil Bolt Type-R - 2017,2,Santa Cruz Bikes
Lizzie Joyner,Sun Bicycles Streamway 7 - 2017,1,Santa Cruz Bikes
Marissa Summers,Electra Townie Original 7D - 2017,2,Baldwin Bikes
Marissa Summers,Sun Bicycles Lil Bolt Type-R - 2017,2,Baldwin Bikes
Zona Cameron,Trek Fuel EX 8 29 - 2016,1,Baldwin Bikes
Augustus Steele,Electra Cruiser Lux 1 - 2017,1,Baldwin Bikes
Augustus Steele,Trek Precaliber 16 Girls - 2017,1,Baldwin Bikes
Jeni Farley,Trek Precaliber 16 Girls - 2017,2,Baldwin Bikes
Leif Short,Sun Bicycles Brickell Tandem 7 - 2017,1,Rowlett Bikes
Leif Short,Trek Precaliber 12 Girls - 2017,1,Rowlett Bikes
Ebony Cotton,Sun Bicycles Revolutions 24 - 2017,1,Baldwin Bikes
Ebony Cotton,Electra Glam Punk 3i Ladies' - 2017,2,Baldwin Bikes
Ebony Cotton,Trek Precaliber 12 Boys - 2017,1,Baldwin Bikes
Ebony Cotton,Sun Bicycles Streamway 3 - 2017,1,Baldwin Bikes
Mila Moody,Surly Straggler - 2016,2,Baldwin Bikes
Mila Moody,Trek Powerfly 8 FS Plus - 2017,2,Baldwin Bikes
Mila Moody,Trek Precaliber 12 Boys - 2017,1,Baldwin Bikes
Cecelia Gill,Surly Troll Frameset - 2017,1,Rowlett Bikes
Cecelia Gill,Electra Cruiser Lux 1 - 2017,1,Rowlett Bikes
Corinna Adams,Trek Emonda S 4 - 2017,2,Baldwin Bikes
Corinna Adams,Trek Domane SL Disc Frameset - 2017,2,Baldwin Bikes
Corinna Adams,Sun Bicycles Cruz 3 - 2017,1,Baldwin Bikes
Corinna Adams,Haro Downtown 16 - 2017,1,Baldwin Bikes
Londa Gould,Trek Remedy 29 Carbon Frameset - 2016,2,Rowlett Bikes
Londa Gould,Electra Townie Original 21D - 2016,2,Rowlett Bikes
Londa Gould,Haro Flightline Two 26 Plus - 2017,1,Rowlett Bikes
Londa Gould,Sun Bicycles Lil Bolt Type-R - 2017,2,Rowlett Bikes
Londa Gould,Electra Amsterdam Original 3i - 2015/2017,2,Rowlett Bikes
Claudio Wise,Trek Boone Race Shop Limited - 2017,1,Baldwin Bikes
Claudio Wise,Electra Townie 3i EQ (20-inch) - Boys' - 2017,1,Baldwin Bikes
Cindi Larson,Trek Fuel EX 8 29 - 2016,2,Baldwin Bikes
Cindi Larson,Surly Karate Monkey 27.5+ Frameset - 2017,2,Baldwin Bikes
Cindi Larson,Trek Remedy 9.8 - 2017,2,Baldwin Bikes
Cindi Larson,Sun Bicycles Atlas X-Type - 2017,1,Baldwin Bikes
Julienne Moody,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,Rowlett Bikes
Julienne Moody,Surly Wednesday Frameset - 2017,2,Rowlett Bikes
Lavinia Cotton,Sun Bicycles Drifter 7 - 2017,2,Baldwin Bikes
Myrl Gay,Electra Townie Original 7D EQ - 2016,2,Rowlett Bikes
Myrl Gay,Trek Stache 5 - 2017,1,Rowlett Bikes
Alfredo Dodson,Surly Big Dummy Frameset - 2017,1,Baldwin Bikes
Alfredo Dodson,Surly Steamroller - 2017,2,Baldwin Bikes
Alfredo Dodson,Sun Bicycles Cruz 7 - 2017,2,Baldwin Bikes
Alfredo Dodson,Sun Bicycles Brickell Tandem CB - 2017,2,Baldwin Bikes
Raphael O'neil,Electra Townie Original 7D - 2015/2016,2,Baldwin Bikes
Raphael O'neil,Sun Bicycles Cruz 3 - 2017,2,Baldwin Bikes
Raphael O'neil,Sun Bicycles Cruz 3 - Women's - 2017,2,Baldwin Bikes
Romeo Steele,Electra Townie Original 21D - 2016,2,Baldwin Bikes
Romeo Steele,Surly Steamroller - 2017,1,Baldwin Bikes
Romeo Steele,Trek Domane S 6 - 2017,1,Baldwin Bikes
Romeo Steele,Sun Bicycles Atlas X-Type - 2017,2,Baldwin Bikes
Bettie Glover,Trek Conduit+ - 2016,1,Rowlett Bikes
Bettie Glover,Trek Domane SL 6 - 2017,2,Rowlett Bikes
Bettie Glover,Electra Townie Original 7D - 2017,1,Rowlett Bikes
Cecilia Camacho,Electra Cruiser 1 (24-Inch) - 2016,2,Rowlett Bikes
Cecilia Camacho,Sun Bicycles Spider 3i - 2017,1,Rowlett Bikes
Cecilia Camacho,Surly Troll Frameset - 2017,2,Rowlett Bikes
Cecilia Camacho,Trek Powerfly 8 FS Plus - 2017,1,Rowlett Bikes
Cecilia Camacho,"Electra Girl's Hawaii 1 16"" - 2017",2,Rowlett Bikes
Dollie Cervantes,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2,Rowlett Bikes
Dollie Cervantes,Trek Fuel EX 9.8 29 - 2017,2,Rowlett Bikes
